string[64]	dword	string[64]	dword	string[64]	dword	dword	string[64]	string[64]	dword	dword	string[64]	float	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	dword	END
ipapc01	1	42053E	337	Премиум Программатор Взрыва	205	250	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	147	0	0	0	0	0	0	1	0	tipapc01	0	0	0	
ipbpc02	1	72053C	338	Премиум Микстура Защиты	205	250	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	148	0	0	0	0	0	0	1	0	tipbpc02	0	0	0	
ipcpc02	1	82053D	339	Премиум Зелье Защиты	205	250	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	149	0	0	0	0	0	0	1	0	tipcpc02	0	0	0	
ipapc02	1	42053E	340	Премиум Программатор Защиты	205	250	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	14A	0	0	0	0	0	0	1	0	tipapc02	0	0	0	
ipbpc03	1	72053C	341	Премиум Микстура Крита	205	250	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	14B	0	0	0	0	0	0	1	0	tipbpc03	0	0	0	
ipcpc03	1	82053D	342	Премиум Зелье Крита	205	250	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	14C	0	0	0	0	0	0	1	0	tipcpc03	0	0	0	
ipapc03	1	42053E	343	Премиум Программатор Крита	205	250	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	14D	0	0	0	0	0	0	1	0	tipapc03	0	0	0	
ipbpc04	1	72053C	344	Премиум Микстура Ловкости	205	250	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	14E	0	0	0	0	0	0	1	0	tipbpc04	0	0	0	
ipcpc04	1	82053D	345	Премиум Зелье Ловкости	205	250	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	14F	0	0	0	0	0	0	1	0	tipcpc04	0	0	0	
ipapc04	1	42053E	346	Премиум Восстановитель Ловкости	205	250	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	150	0	0	0	0	0	0	1	0	tipapc04	0	0	0	
ipbpc05	1	720004	326	Премиум Целебная Микстура HP+2000	200	250	11000	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	151	0	0	1	0	0	0	1	0	tipbpc05	0	0	0	
ipbpc06	1	720005	327	Премиум Целебная Микстура HP+3000	200	250	11000	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	152	0	0	1	0	0	0	1	0	tipbpc06	0	0	0	
ipbpc07	1	720006	328	Премиум Целебная Микстура HP+4000	200	250	11000	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	153	0	0	1	0	0	0	1	0	tipbpc07	0	0	0	
ipcpc05	1	82000C	329	Священное Зелье HP+2000	200	250	00110	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	154	0	0	1	0	0	0	1	0	tipcpc05	0	0	0	
ipcpc06	1	82000D	330	Священное Зелье HP+3000	200	250	00110	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	155	0	0	1	0	0	0	1	0	tipcpc06	0	0	0	
ipcpc07	1	82000E	331	Священное Зелье HP+4000	200	250	00110	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	156	0	0	1	0	0	0	1	0	tipcpc07	0	0	0	
ipapc05	1	420014	332	Премиум Восстановитель HP+2000	200	250	00001	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	157	0	0	1	0	0	0	1	0	tipapc05	0	0	0	
ipapc06	1	420015	333	Премиум Восстановитель HP+3000	200	250	00001	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	158	0	0	1	0	0	0	1	0	tipapc06	0	0	0	
ipapc07	1	420016	334	Премиум Восстановитель HP+4000	200	250	00001	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	159	0	0	1	0	0	0	1	0	tipapc07	0	0	0	
ipsav01	1	A20505	353	Увеличивающая Капсула Склада	205	250	11111	10000	-1	0	-1	1000	26	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	15A	0	0	1	1	0	0	1	0	tipsav01	1	0	0	
ipcsa94	1	A2056F	347	Благославленное Зелье Восстановления 1 ур.	205	250	11111	10000	-1	0	-1	1000	27	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	15B	0	0	1	1	0	1	1	0	tipcsa94	1	0	0	
ipcsa95	1	A2056F	348	Благославленное Зелье Восстановления 1 ур.	205	250	11111	10000	-1	0	-1	1000	27	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	15C	0	0	1	1	0	1	1	0	tipcsa95	1	0	0	
ipcsa96	1	A2056F	349	Благославленное Зелье Восстановления 1 ур.	205	250	11111	10000	-1	0	-1	1000	27	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	15D	0	0	1	1	0	1	1	0	tipcsa96	1	0	0	
ipcsa97	1	A2056F	350	Благославленное Зелье Сопротивления 1 ур.	205	250	11111	10000	-1	0	-1	1000	27	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	15E	0	0	1	1	0	1	1	0	tipcsa97	1	0	0	
ipcsa98	1	A2056F	351	Благославленное Зелье Сопротивления 2 ур.	205	250	11111	10000	-1	0	-1	1000	27	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	15F	0	0	1	1	0	1	1	0	tipcsa98	1	0	0	
ipcsa99	1	A2056F	352	Благославленное Зелье Сопротивления 3 ур.	205	250	11111	10000	-1	0	-1	1000	27	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	160	0	0	1	1	0	1	1	0	tipcsa99	1	0	0	
ipbhp09	1	720006	7	Целебная Микстура HP+4000 [Специальная  	200	250	11000	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	6000	0	0	0	0	525	1	1	161	0	0	1	1	1	1	1	0	tipbhp09	0	0	0	
ipbhp11	1	720007	8	Целебная Микстура HP+5000 [Специальная  	200	250	11000	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	12000	0	0	0	0	1126	1	1	162	0	0	1	1	1	1	1	0	tipbhp11	0	0	0	
ipchp09	1	82000E	15	Священное Зелье HP+4000 [Специальная  	200	250	00110	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	6000	0	0	0	0	525	1	1	163	0	0	1	1	1	1	1	0	tipchp09	0	0	0	
ipchp11	1	82000F	16	Священное Зелье HP+5000 [Специальная  	200	250	00110	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	12000	0	0	0	0	1126	1	1	164	0	0	1	1	1	1	1	0	tipchp11	0	0	0	
ipahp09	1	420016	23	Восстановитель HP+4000 [Специальная  	200	250	00001	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	6000	0	0	0	0	525	1	1	165	0	0	1	1	1	1	1	0	tipahp09	0	0	0	
ipahp11	1	420017	24	Восстановитель HP+5000 [Специальная  	200	250	00001	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	12000	0	0	0	0	1126	1	1	166	0	0	1	1	1	1	1	0	tipahp11	0	0	0	
ipexp04	1	A20068	241	Мекстура Опыта 7%	201	250	11111	10000	-1	0	-1	0	18	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	167	0	0	0	0	0	0	1	0	tipexp04	0	0	1	
ipexp05	1	A20068	241	Маленькая Мекстура Увеличения Опыта	201	250	11111	10000	-1	0	-1	420000	18	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	168	0	0	0	0	0	0	1	0	tipexp05	0	0	1	
ipqsa11	1	A20570	268	Капсула ДНК [Мечта 	205	250	11111	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	169	0	0	1	0	0	0	1	0	tipqsa11	0	0	0	
ipqsa12	1	A20570	268	Капсула ДНК [Защита 	205	250	11111	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	16A	0	0	1	0	0	0	1	0	tipqsa12	0	0	0	
ipqsa13	1	A20570	268	Капсула ДНК [Стальная Броня 	205	250	11111	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	16B	0	0	1	0	0	0	1	0	tipqsa13	0	0	0	
ipqsa14	1	A20570	268	Капсула ДНК [Ветер 	205	250	11111	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	16C	0	0	1	0	0	0	1	0	tipqsa14	0	0	0	
ipqsa15	1	A20570	268	Капсула ДНК [Двойная Мощьность 	205	250	11111	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	16D	0	0	1	0	0	0	1	0	tipqsa15	0	0	0	
ipqsa16	1	A20570	268	Капсула ДНК [Смещение 	205	250	11111	10000	-1	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	16E	0	0	1	0	0	0	1	0	tipqsa16	0	0	0	
ipqsa17	1	A20570	268	Капсула ДНК [Чуство 	205	250	11111	10000	-1	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	16F	0	0	1	0	0	0	1	0	tipqsa17	0	0	0	
ipqsa18	1	A20570	268	Капсула ДНК [Скрытность 	205	250	11111	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	170	0	0	1	0	0	0	1	0	tipqsa18	0	0	0	
ipqsa19	1	A20570	268	Капсула ДНК [Скорость Света 	205	250	11111	10000	-1	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	171	0	0	1	0	0	0	1	0	tipqsa19	0	0	0	
ipqsa20	1	A20570	268	Капсула ДНК [Молчание 	205	250	11111	10000	4	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	172	0	0	1	0	0	0	1	0	tipqsa20	0	0	0	
ipqsa21	1	72053C	192	Мекстура Увеличения Обьемного Взрыва	205	250	11000	10000	-1	0	-1	10000	12	0	1	40	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	173	0	0	1	0	0	1	1	0	tipqsa21	0	0	0	
ipqsa22	1	82053D	193	Мекстура Увеличения Обьемного Взрыва	205	250	00110	10000	-1	0	-1	10000	12	0	1	40	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	174	0	0	1	0	0	1	1	0	tipqsa22	0	0	0	
ipqsa23	1	42053E	194	Наступательная Мекстура Защиты	205	250	00001	10000	-1	0	-1	10000	12	0	1	40	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	175	0	0	1	0	0	1	1	0	tipqsa23	0	0	0	
ipqsa24	1	A20068	241	Мекстура Опыта 5%	201	250	11111	10000	-1	0	-1	420000	18	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	176	0	0	0	0	0	0	1	0	tipqsa24	0	0	1	
ipevn05	1	A2053F	382	Жареный Каштан	205	250	11111	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	177	0	0	1	1	1	0	1	0	tipevn05	1	0	0	
ipevn06	1	A2054F	383	Жареный Сладкий Картофель	205	250	11111	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	178	0	0	1	1	1	0	1	0	tipevn06	1	0	0	
ipevn07	1	A2056F	381	Горячий Шоколад	205	250	11111	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	179	0	0	1	1	1	0	1	0	tipevn07	1	0	0	
ipftr03	1	A20201	282	Устройство Обнаружения Ловушек 30 сек	205	250	11111	10000	-1	0	-1	1000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	17A	0	0	1	1	1	1	1	0	tipftr03	1	0	0	
ipgld01	1	A2056F	385	Золотая Капсула+1	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	17B	0	0	1	1	0	0	1	0	tipgld01	0	0	0	
ipgld02	1	A2056F	386	Золотая Капсула+2	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	17C	0	0	1	1	0	0	1	0	tipgld02	0	0	0	
ipgld03	1	A2056F	387	Золотая Капсула+3	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	17D	0	0	1	1	0	0	1	0	tipgld03	0	0	0	
ipgld04	1	A2056F	388	Золотая Капсула+4	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	17E	0	0	1	1	0	0	1	0	tipgld04	0	0	0	
ipgld05	1	A2056F	389	Золотая Капсула+5	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	17F	0	0	1	1	0	0	1	0	tipgld05	0	0	0	
ipgld06	1	A2056F	390	Золотая Капсула+6	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	180	0	0	1	1	0	0	1	0	tipgld06	0	0	0	
ipgld07	1	A2056F	391	Золотая Капсула+7	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	181	0	0	1	1	0	0	1	0	tipgld07	0	0	0	
ipgld08	1	A2056F	392	Золотая Капсула+8	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	182	0	0	1	1	0	0	1	0	tipgld08	0	0	0	
ipgld09	1	A2056F	393	Золотая Капсула+9	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	183	0	0	1	1	0	0	1	0	tipgld09	0	0	0	
ipgld10	1	A2056F	394	Золотая Капсула+10	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	184	0	0	1	1	0	0	1	0	tipgld10	0	0	0	
ipgld11	1	A2056F	395	Золотая Капсула+11	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	185	0	0	1	1	0	0	1	0	tipgld11	0	0	0	
ipgld12	1	A2056F	396	Золотая Капсула+12	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	186	0	0	1	1	0	0	1	0	tipgld12	0	0	0	
ipgld13	1	A2056F	397	Золотая Капсула+13	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	187	0	0	1	1	0	0	1	0	tipgld13	0	0	0	
ipgld14	1	A2056F	398	Золотая Капсула+14	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	188	0	0	1	1	0	0	1	0	tipgld14	0	0	0	
ipgld15	1	A2056F	399	Золотая Капсула+15	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	189	0	0	1	1	0	0	1	0	tipgld15	0	0	0	
ipgld16	1	A2056F	400	Золотая Капсула+16	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	18A	0	0	1	1	0	0	1	0	tipgld16	0	0	0	
ipgld17	1	A2056F	401	Золотая Капсула+17	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	18B	0	0	1	1	0	0	1	0	tipgld17	0	0	0	
ipgld18	1	A2056F	402	Золотая Капсула+18	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	18C	0	0	1	1	0	0	1	0	tipgld18	0	0	0	
ipgld19	1	A2056F	403	Золотая Капсула+19	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	18D	0	0	1	1	0	0	1	0	tipgld19	0	0	0	
ipgld20	1	A2056F	405	Золотая Капсула+21	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	18E	0	0	1	1	0	0	1	0	tipgld20	0	0	0	
ipgld21	1	A2056F	406	Золотая Капсула+22	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	18F	0	0	1	1	0	0	1	0	tipgld21	0	0	0	
ipgld22	1	A2056F	407	Золотая Капсула+23	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	190	0	0	1	1	0	0	1	0	tipgld22	0	0	0	
ipgld23	1	A2056F	408	Золотая Капсула+24	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	191	0	0	1	1	0	0	1	0	tipgld23	0	0	0	
ipgld24	1	A2056F	409	Золотая Капсула+25	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	192	0	0	1	1	0	0	1	0	tipgld24	0	0	0	
ipgld25	1	A2056F	410	Золотая Капсула+26	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	193	0	0	1	1	0	0	1	0	tipgld25	0	0	0	
ipgld26	1	A2056F	411	Золотая Капсула+27	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	194	0	0	1	1	0	0	1	0	tipgld26	0	0	0	
ipgld27	1	A2056F	412	Золотая Капсула+28	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	195	0	0	1	1	0	0	1	0	tipgld27	0	0	0	
ipgld28	1	A2056F	413	Золотая Капсула+29	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	196	0	0	1	1	0	0	1	0	tipgld28	0	0	0	
ipgld29	1	A2056F	415	Золотая Капсула+3000	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	197	0	0	1	1	0	0	1	0	tipgld29	0	0	0	
ipgld30	1	A2056F	416	Золотая Капсула+4000	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	198	0	0	1	1	0	0	1	0	tipgld30	0	0	0	
ipgld31	1	A2056F	425	Золотая Капсула+4500	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	199	0	0	1	1	0	0	1	0	tipgld31	0	0	0	
ipgld32	1	A2056F	417	Золотая Капсула+5000	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	19A	0	0	1	1	0	0	1	0	tipgld32	0	0	0	
ipgld33	1	A2056F	426	Золотая Капсула+5500	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	19B	0	0	1	1	0	0	1	0	tipgld33	0	0	0	
ipgld34	1	A2056F	418	Золотая Капсула+6000	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	19C	0	0	1	1	0	0	1	0	tipgld34	0	0	0	
ipgld35	1	A2056F	419	Золотая Капсула+6500	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	19D	0	0	1	1	0	0	1	0	tipgld35	0	0	0	
ipgld36	1	A2056F	420	Золотая Капсула+7000	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	19E	0	0	1	1	0	0	1	0	tipgld36	0	0	0	
ipgld37	1	A2056F	427	Золотая Капсула+7500	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	19F	0	0	1	1	0	0	1	0	tipgld37	0	0	0	
ipgld38	1	A2056F	428	Золотая Капсула+10000	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	201	0	0	1	1	0	0	1	0	tipgld38	0	0	0	
ipgld39	1	A2056F	429	Золотая Капсула+12500	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	202	0	0	1	1	0	0	1	0	tipgld39	0	0	0	
ipgld40	1	A2056F	430	Золотая Капсула+15000	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	203	0	0	1	1	0	0	1	0	tipgld40	0	0	0	
ipgld41	1	A2056F	431	Золотая Капсула+17500	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	204	0	0	1	1	0	0	1	0	tipgld41	0	0	0	
ipgld42	1	A2056F	432	Золотая Капсула+20000	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	205	0	0	1	1	0	0	1	0	tipgld42	0	0	0	
ipgld43	1	A2056F	433	Золотая Капсула+30000	205	250	11111	10000	-1	0	-1	0	28	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	206	0	0	1	1	0	0	1	0	tipgld43	0	0	0	
ipmas01	1	A2056F	352	Зелье Снятия Ограничений на Мастерство ближнего боя	205	250	11111	10000	-1	0	-1	0	32	0	56	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	1	1	21E	0	0	1	1	1	1	1	0	tipmas01	0	0	0	
ipmas02	1	A2056F	352	Зелье Снятия Ограничений на Мастерство дальнего боя	205	250	11111	10000	-1	0	-1	0	32	0	56	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	1	1	21F	0	0	1	1	1	1	1	0	tipmas02	0	0	0	
ipmas03	1	A2056F	352	Зелье Снятия Ограничений на Мастерство защиты	205	250	11111	10000	-1	0	-1	0	32	0	56	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	1	1	220	0	0	1	1	1	1	1	0	tipmas03	0	0	0	
ipmas04	1	A2056F	352	Зелье Снятия Ограничений на Мастерство силы	205	250	11111	10000	-1	0	-1	0	32	0	56	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	1	1	221	0	0	1	1	1	1	1	0	tipmas04	0	0	0	
ipmas05	1	A2056F	352	Зелье Снятия Ограничений на Мастерство щита	205	250	11111	10000	-1	0	-1	0	32	0	56	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	1	1	222	0	0	1	1	1	1	1	0	tipmas05	0	0	0	
ipmas06	1	A2056F	352	Зелье Снятия Ограничений на Мастерство расовой специализации	205	250	11111	10000	-1	0	-1	0	32	0	56	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	1	1	223	0	0	1	1	1	1	1	0	tipmas06	0	0	0	
ipmas07	1	A2056F	352	Зелье Снятия Ограничений на все Мастерство	205	250	11111	10000	-1	0	-1	0	32	0	56	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	1	1	224	0	0	1	1	1	1	1	0	tipmas07	0	0	0	
ipcsb10	1	72053C	156	Большая Микстура Критической Атаки 	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	225	0	0	1	0	0	0	1	0	tipcsb10	1	0	0	
ipcsb11	1	82053D	157	Большое Зелье Критической Атаки 	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	226	0	0	1	0	0	0	1	0	tipcsb11	1	0	0	
ipcsb12	1	42053E	158	Большой Восстановитель Критической Атаки 	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	227	0	0	1	0	0	0	1	0	tipcsb12	1	0	0	
ipcsb13	1	72053C	168	Большая Микстура Ловкости 	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	228	0	0	1	0	0	0	1	0	tipcsb13	1	0	0	
ipcsb14	1	82053D	169	Большое Зелье Ловкости 	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	229	0	0	1	0	0	0	1	0	tipcsb14	1	0	0	
ipcsb15	1	42053E	170	Большой Восстановитель Ловкости 	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	22A	0	0	1	0	0	0	1	0	tipcsb15	1	0	0	
ipcal02	1	A20503	446	Зелье Неуязвимого Призыва	201	250	11111	01000	-1	0	-1	10000	33	-1	1	-1	0	40108	40203	-1	-1	-1	0	1	0	0	0	0	1000	1	1	22B	0	0	1	1	0	1	1	0	tipcal02	1	0	0	
