clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	dword	dword	dword	stb	dword	dword	dword	xeh	dword	dword	dword	dword	END
ipcsb15	Большой_Восстановитель_Ловкости_	42053E	170	00001	13	0	0	1	0	0	0	0	1	0	1	0	0	439	1	1	0	-1	1	10000	0	10000	-1	4	0	22A	0	0	0	0	
ipcal02	Зелье_Неуязвимого_Призыва	A20503	446	11111	13	0	0	1	0	0	0	0	1000	1	1	0	1	440	1	1	0	-1	1	10000	0	01000	-1	33	-1	22B	0	0	0	0	
ipwhp02	Зелье_Неуязвимой_Телепортации	A20503	447	11111	13	0	0	1	0	0	0	0	1000	1	1	0	1	441	1	1	0	-1	1	10000	0	01000	-1	34	-1	22C	0	0	0	0	
ipcsb16	Микстура_Невидимости_	72053C	448	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	442	1	1	0	-1	1	10000	0	10000	-1	35	0	22D	0	0	0	0	
ipcsb17	Зелье_Невидимости_	82053D	448	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	443	1	1	0	-1	1	10000	0	10000	-1	35	0	22E	0	0	0	0	
ipcsb18	Восстановитель_Невидимости_	42053E	448	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	444	1	1	0	-1	1	10000	0	10000	-1	35	0	22F	0	0	0	0	
ipcsb19	Зелье_Быстрого_Возрождения	A20068	449	11111	13	0	0	1	0	0	0	0	1	0	0	0	1	445	1	1	0	-1	1	0	3	10000	-1	24	0	230	0	0	0	0	
ipgld44	Золотая Капсула+1000	A2056F	450	11111	13	0	0	1	0	0	0	0	1	0	1	0	0	446	1	0	0	-1	1	0	0	10000	-1	28	0	231	0	0	0	0	
ipsup01	Зелье Телепортации Неуязвимости	A2012F	447	11111	13	0	0	1	0	0	0	0	1	1	1	1	1	447	1	1	0	-1	1	300000	0	11000	-1	19	200	232	0	0	0	0	
ipcal03	Зелье_Боевого_Призыва	A20503	455	11111	13	0	0	1	0	0	0	0	1000	1	1	0	1	448	1	1	0	-1	1	10000	0	01000	-1	16	-1	233	0	0	0	0	
ipwhp03	Зелье_Боевой_Телепортации	A20503	456	11111	13	0	0	1	0	0	0	0	1000	1	1	0	1	449	1	1	0	-1	1	10000	0	01000	-1	17	-1	234	0	0	0	0	
ipwed01	Обручальное Кольцо	A20503	457	11111	13	0	0	1	0	0	0	0	1	0	0	0	0	450	1	1	0	-1	1	360000	0	10000	-1	38	-1	235	0	0	0	0	
ipfhp01	Зелье_Ярости	A2012F	458	11111	13	0	0	1	0	0	0	0	1000	0	1	0	0	451	1	1	0	-1	1	2500	0	10000	-1	36	-1	236	0	0	0	0	
ipcur01	Зелье_Противоядия	A2012F	459	11111	13	0	0	1	0	0	0	0	1000	0	1	0	0	452	1	1	0	-1	1	5000	0	10000	-1	37	-1	237	0	0	0	0	
