string[64]	string[64]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	dword	float	dword	dword	dword	dword	dword	float	float	dword	dword	float	dword	dword	float	float	float	float	float	dword	float	float	float	dword	dword	float	float	float	float	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	float	float	float	string[64]	float	float	string[64]	float	float	string[64]	float	float	string[64]	float	string[64]	float	dword	float	float	float	float	float	float	float	dword	dword	dword	float	float	float	float	float	float	float	dword	float	float	dword	dword	dword	string[64]	dword	string[64]	dword	string[64]	dword	float	float	dword	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	END
07A1B	Сбежавший Солдат As02-R1-370413 	0CD	1	-1	8	90	10000	1	50	30	40	1	0	0	0	0	0	5	10	-1	45	0	40	1	2	1	28784812	8304	0	-1	1	0	0	30	45	424	532	-1	0	109,0999985	0,5	0,155637994	0	0	20	0	0	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11815	0	0	2034	2034	2034	1000	270	4	30	100	25	100	5000	4	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	30	20	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	3	257	
0130B	Тестовый Раптор 	088	1	-1	2	84	10000	1	50	30	40	1	0	0	0	0	0	5	10	-1	42	0	37	1	2	1	10481513	5179	0	-1	1	0	0	30	45	182	104	-1	0	938	0,5	0,176181003	0	0	24	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11035	0	0	2034	2034	2034	1056	270	4	30	100	75	100	5000	3	6	24	0	43,20000076	8000	100	100	1	-1	0	-1	0	-1	0	1	0	0	1	20000	30	20	10	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	256	
06C33	Капитан Клувер 	0EF	3	-1	7	224	10000	11	50	30	40	1	0	0	0	0	0	5	10	-1	56	0	50	1	2	1	1600915200	65820	0	-1	1	0	0	30	45	710	155	-1	0	2170	0,5	0,085083	0	0	0	0	0	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	23408	0	0	2034	2034	2034	1000	270	4	30	100	25	150	5000	4	6	250	0	100	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	4	258	
02423	Молодой Яростный Скарабей 	039	5	-1	3	300	10000	11	50	30	40	1	0	0	0	0	0	5	10	-1	50	0	45	1	2	1	845388736	15795,2002	0	-1	1	0	0	30	45	698	149	-1	0	2021,5	0,5	0,114767	0	0	20	0	0	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	235890	0	0	2034	2034	2034	1000	270	4	30	100	25	150	5000	3	5	100	0	40	8000	100	100	1	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	8	
02313	Молодой Реликтовый Ящер 	045	5	-1	7	300	10000	11	50	30	40	1	0	0	0	0	0	5	10	-1	50	0	45	1	2	1	733168960	15795,2002	0	-1	1	0	0	30	45	698	149	-1	0	1555	0,5	0,114767	0	0	20	0	0	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	117945	0	0	2034	2034	2034	1000	270	4	30	100	25	150	5000	3	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	2049	
04003	Молодой Гиперморф 	070	5	-1	1	300	10000	11	50	30	40	1	0	0	0	0	0	5	10	-1	50	0	45	1	2	1	733168960	15795,2002	0	-1	1	0	0	30	45	698	149	-1	0	1555	0,5	0,114767	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	235890	0	0	2034	2034	2034	1000	270	4	30	100	200	150	5000	3	5	100	0	40	8000	100	100	1	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	2064	
01A0B	Аргулин Страж 	048	1	-1	3	78	10000	1	50	30	40	1	0	0	0	0	0	5	10	-1	39	0	35	1	2	1	5963562	3336	0	-1	1	0	0	30	45	154	87	-1	0	798	0,5	0,201121002	0	0	0	0	0	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	10295	0	0	2034	2034	2034	640	270	4	30	100	37,5	100	5000	3	4	100	0	40	8000	100	100	1	-1	0	-1	0	-1	0	1	0	0	1	20000	30	20	10	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	8	
01A1B	Аргулин Бронированный Страж 	048	1	-1	3	84	10000	1	50	30	40	1	0	0	0	0	0	5	10	-1	42	0	37	1	2	1	10481513	5179	0	-1	1	0	0	30	45	182	104	-1	0	938	0,5	0,176181003	0	0	0	0	0	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11035	0	0	2034	2034	2034	640	270	4	30	100	75	100	5000	3	4	200	0	80	8000	100	100	1	-1	0	-1	0	-1	0	1	0	0	1	20000	30	20	10	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	8	
0471B	Солдат Лазувардин 	076	1	-1	10	104	10000	1	50	30	40	1	0	0	0	0	0	5	10	-1	52	0	46	1	2	1	216744384	26038	0	-1	1	0	0	30	45	302	151	-1	0	1760	0,5	0,102773003	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	13610	0	0	2034	2034	2034	928	270	4	30	100	70	100	5000	2	3	160	0	64	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	30	20	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	4	256	
0430B	Культист Мастер Защитник 	099	1	-1	6	96	10000	1	50	30	40	1	0	0	0	0	0	5	10	-1	48	0	43	1	2	1	97389920	16652,40039	0	-1	1	0	0	30	45	294	147	-1	0	1248	0,5	0,138478994	0	0	20	0	0	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	10032	0	0	2034	2034	2034	832	270	4	30	100	43,75	100	5000	3	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	30	20	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	513	
0450B	Страж Царя Шипоголовов 	09B	1	-1	6	96	10000	1	50	30	40	1	0	0	0	0	0	5	10	-1	48	0	43	1	2	1	97389920	16652,40039	0	-1	1	0	0	30	45	294	147	-1	0	1248	0,5	0,138478994	0	0	20	0	0	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12540	0	0	2034	2034	2034	800	270	4	30	100	37,25	100	5000	3	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	30	20	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	258	
0440B	Защитник Короля Змееголовов 	09A	1	-1	6	96	10000	1	50	30	40	1	0	0	0	0	0	5	10	-1	48	0	43	1	2	1	97389920	16652,40039	0	-1	1	0	0	30	45	294	147	-1	0	1248	0,5	0,138478994	0	0	20	0	0	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12540	0	0	2034	2034	2034	928	270	4	30	100	43,75	100	5000	3	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	30	20	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	1	513	
01D0B	Дроид Страж 	08A	1	-1	7	78	10000	1	200	30	40	1	0	0	0	0	0	5	10	-1	39	0	35	1	2	1	5963562	3336	0	-1	1	1	0	30	45	154	87	-1	0	798	0,5	0,201121002	0	0	0	0	0	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	10295	0	0	2034	2034	2034	1088	270	4	30	100	120	100	5000	2	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	30	20	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	15	768	
01D1B	Дроид Бронированный Страж 	08A	1	-1	7	84	10000	1	200	30	40	1	0	0	0	0	0	5	10	-1	42	0	37	1	2	1	10481513	5179	0	-1	1	1	0	30	45	182	104	-1	0	938	0,5	0,176181003	0	0	0	0	0	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11035	0	0	2034	2034	2034	1088	270	4	30	100	192	100	5000	2	6	160	0	64	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	30	20	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	15	768	
1432B	Исследователь Дедрайм 	205	1	-1	7	126	10000	1	50	30	40	1	0	0	0	0	0	5	10	-1	63	0	56	1	2	1	453180672	85048	0	-1	1	0	0	30	45	664	322	-1	0	2310,399902	0,5	0,065008998	0	0	10	0	0	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	19578	0	0	2034	2034	2034	1000	270	4	30	130	25	200	5000	2	3	140	0	56	8000	100	100	0	-1	0	-1	0	-1	0	9	0,084518999	0	1	20000	30	20	10	10	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	4	258	
14313	Главный Лаборант Смит 	205	3	-1	7	252	10000	11	50	30	40	1	0	0	0	0	0	5	10	-1	63	0	56	1	2	1	8559827456	81497,24219	0	-1	1	0	0	30	45	664	322	-1	0	2599,199951	0,5	0,065008998	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	29367	0	0	2034	2034	2034	1000	270	4	30	130	25	200	5000	3	4	210	0	84	8000	100	100	0	-1	0	-1	0	-1	0	9	0,084518999	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	4	258	
17E13	Инфицированный Исследователь 	232	3	-1	7	252	10000	11	50	30	40	1	0	0	0	0	0	5	10	-1	63	0	56	1	2	1	2265903360	106310	0	-1	1	0	0	30	45	664	322	-1	0	2888	0,5	0,065008998	0	0	10	0	0	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	32630	0	0	2034	2034	2034	1000	270	4	30	130	25	200	5000	2	3	140	0	56	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	10	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	4	258	
17F03	Атомная Бомба Кор 	233	3	-1	7	136	10000	11	50	30	40	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	1873911	0	0	-1	1	0	0	30	45	128	71	-1	0	592	0,5	0,254126012	0	0	20	0	0	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	18150	0	0	2034	2034	2034	1000	270	4	30	100	0	150	5000	0	0	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	-1	514	
17F13	Атомная Бомба Беллато 	233	3	-1	7	136	10000	11	50	30	40	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	1873911	0	0	-1	1	0	0	30	45	128	71	-1	0	592	0,5	0,254126012	0	0	20	0	0	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	18150	0	0	2034	2034	2034	1000	270	4	30	100	0	150	5000	0	0	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	-1	514	
02B07	Огромный Червь 	090	2	-1	7	1008	10000	11	50	30	40	1	500	800	10000	0	0	5	10	-1	72	1	64	1	2	1	800959037440	828703,1875	0	-1	1	0	0	30	30	342	171	-1	0	7620	0,5	0,050301999	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2613100	0	0	2034	2034	2034	1000	270	4	30	200	240	200	5000	3	5	200	0	80	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	5000	99,90000153	60	45	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	1	
0C917	Снежный Человек 	12C	2	-1	7	1008	10000	11	50	30	40	1	500	800	10000	0	0	5	10	-1	72	1	64	1	2	1	496594583552	828703,1875	0	-1	1	0	0	30	30	742	371	-1	0	7620	0,5	0,050301999	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2613100	0	0	2034	2034	2034	1184	270	4	30	200	93,75	200	5000	4	6	300	0	120	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	5000	99,90000153	60	45	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	256	
06007	Вулканический Мотылёк 	0B3	2	-1	7	1008	10000	11	50	30	40	1	500	800	10000	0	0	5	10	-1	72	1	64	1	2	1	800959037440	828703,1875	0	-1	1	0	0	30	30	342	171	-1	0	7620	0,5	0,050301999	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2613100	0	0	2034	2034	2034	1000	270	4	30	200	25	200	5000	2	4	200	0	80	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	5000	99,90000153	60	45	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	257	
17E17	Главный Исследователь Джон Ф Кар	232	2	-1	7	1008	10000	11	50	30	40	1	500	800	10000	0	0	5	10	-1	72	1	64	1	2	1	240287711232	828703,1875	0	-1	1	0	0	30	30	682	331	-1	0	7620	0,5	0,050301999	0	0	10	0	0	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2613100	0	0	2034	2034	2034	1000	270	4	30	200	25	200	5000	2	3	300	0	120	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	5000	99,90000153	60	45	10	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	4	258	
05827	Дух Принцессы Ловен 	0AB	2	-1	7	1008	10000	11	50	30	40	1	500	800	10000	0	0	5	10	-1	72	1	64	1	2	1	865035747328	828703,1875	0	-1	1	0	0	30	30	742	171	-1	0	7620	0,5	0,050301999	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2613100	0	0	2034	2034	2034	1200	270	4	30	200	80	200	5000	2	6	200	0	80	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	5000	99,90000153	60	45	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	257	
1800B	Крылатый Ящий	234	1	-1	7	110	10000	1	50	30	40	1	0	0	0	0	0	5	10	-1	55	0	49	1	2	1	555551872	29769	0	-1	1	0	0	30	45	308	154	-1	0	2068	0,5	0,088505	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	14305	0	0	2034	2034	2034	1000	270	4	30	100	37,5	100	5000	4	6	150	0	60	8000	100	100	0	-1	0	-1	0	-1	0	5	0	0	1	20000	30	20	10	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	-1	2	
18103	Смертоносный Матылек	235	3	-1	7	236	10000	11	50	30	40	1	0	0	0	0	0	5	10	-1	59	0	53	1	2	1	2856080896	64519	0	-1	1	0	6	30	45	716	158	-1	0	2478	0,5	0,074959002	0	0	60	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	30620	0	0	2034	2034	2034	1000	270	4	30	100	25	150	5000	3	5	100	0	40	8000	100	100	0	-1	0	-1	1	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	257	
18203	Крылатая Русалка	236	3	-1	7	240	10000	11	50	30	40	1	0	0	0	0	0	5	10	-1	60	0	54	1	2	1	3437874944	64519	0	-1	1	0	0	30	45	318	159	-1	0	2580	0	0,072543003	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	31280	0	0	2034	2034	2034	1000	270	4	30	100	25	100	5000	2	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	258	
18303	Эльфийский Боевой Шипоголов	237	4	-1	7	300	10000	11	50	30	40	1	0	0	0	0	0	5	10	-1	60	0	54	1	2	1	6875749888	73069	0	-1	1	0	0	30	45	318	159	-1	0	2580	0	0,072543003	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	62560	0	0	2034	2034	2034	1000	270	4	30	100	25	100	5000	2	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	14	264	
18403	Четырехрукий Бегун	238	4	-1	7	300	10000	11	50	30	40	1	0	0	0	0	0	5	10	-1	60	0	54	1	2	1	6875749888	73069	0	-1	1	0	0	30	45	318	159	-1	0	2580	0	0,072543003	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	62560	0	0	2034	2034	2034	1000	270	4	30	100	25	100	5000	2	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	512	
18503	Каменный Лобстер	239	4	-1	7	300	10000	11	50	30	40	1	0	0	0	0	0	5	10	-1	60	0	54	1	2	1	6875749888	73069	0	-1	1	0	0	30	45	318	159	-1	0	2580	0	0,072543003	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	62560	0	0	2034	2034	2034	1000	270	4	30	100	25	100	5000	2	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	8	
18603	Обелиск	23A	4	-1	7	305	10000	11	200	30	40	1	0	0	0	0	0	5	10	-1	61	0	54	1	2	1	8938474496	73069	0	-1	1	1	0	30	45	320	160	-1	0	2683	0,5	0,069629997	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	63260	0	0	2034	2034	2034	1000	270	4	30	100	150	100	5000	2	6	150	0	82,5	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	24	514	
18703	Пожератель Огня	23B	3	-1	7	244	10000	11	200	30	40	1	0	0	0	0	0	5	10	-1	61	0	54	1	2	1	4469237248	82938	0	-1	1	1	0	30	45	320	160	-1	0	2683	0	0,069629997	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	31630	0	0	2034	2034	2034	1000	270	4	30	100	150	100	5000	2	6	150	0	60	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	14	512	
18803	Эльфийский Наездник	23C	4	-1	7	310	10000	11	200	30	40	1	0	0	0	0	0	5	10	-1	62	0	55	1	2	1	11620017152	93210	0	-1	1	1	0	30	45	322	161	-1	0	2785	0	0,067564003	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	64580	0	0	2034	2034	2034	1000	270	4	30	100	150	100	5000	2	6	100	0	180	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	264	
18903	Эльфийский Крушитель	23D	3	-1	7	248	10000	11	50	30	40	1	0	0	0	0	0	5	10	-1	62	0	55	1	2	1	5810008576	93210	0	-1	1	0	0	30	45	322	161	-1	0	2785	0	0,067564003	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	32290	0	0	2034	2034	2034	1000	270	4	30	100	25	100	5000	2	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	3	1	
18A03	Высший Эльф Следопыт	23E	3	-1	7	252	10000	11	200	30	40	1	0	0	0	0	0	5	10	-1	63	0	56	1	2	1	7553011200	106310	0	-1	1	1	0	30	45	324	162	-1	0	2888	0	0,065008998	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	32630	0	0	2034	2034	2034	1000	270	4	30	100	150	100	5000	2	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	7	257	
18B0B	Металический Эльф Снайпер	23F	1	-1	7	126	10000	1	200	30	40	1	0	0	0	0	0	5	10	-1	63	0	56	1	2	1	4531806720	106310	0	-1	1	1	0	30	45	324	162	-1	0	2888	0	0,065008998	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	16315	0	0	2034	2034	2034	1000	270	4	30	100	150	100	5000	2	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	30	20	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	11	257	
