xeh	string[32]	byte	byte	byte	byte	dword	dword	dword	float	ubyte	ubyte	ubyte	byte	float	dword	dword	xeh	dword	dword	dword	dword	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	dword	dword	END
17E17	Главный Исследователь Джон Ф Кар	-1	2	72	0	2613100	2034	0	25	2	3	120	0	3	0	1	232	4	258	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	1008	
05827	Дух Принцессы Ловен 	-1	2	72	0	2613100	2034	0	80	2	6	80	0	2	0	1	0AB	21	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	1008	
1800B	Крылатый Ящий	-1	1	55	0	14305	2034	0	37,5	4	6	60	0	1,5	0	0	234	-1	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	110	
18103	Смертоносный Матылек	-1	3	59	0	30620	2034	0	25	3	5	40	0	1	0	0	235	21	257	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	236	
18203	Крылатая Русалка	-1	3	60	0	31280	2034	0	25	2	6	40	0	1	0	0	236	21	258	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	240	
18303	Эльфийский Боевой Шипоголов	-1	4	60	0	62560	2034	0	25	2	6	40	0	1	0	0	237	14	264	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	300	
18403	Четырехрукий Бегун	-1	4	60	0	62560	2034	0	25	2	6	40	0	1	0	0	238	21	512	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	300	
18503	Каменный Лобстер	-1	4	60	0	62560	2034	0	25	2	6	40	0	1	0	0	239	21	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	300	
18603	Обелиск	-1	4	61	0	63260	2034	1	150	2	6	82,5	0	1,5	0	0	23A	24	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	305	
18703	Пожератель Огня	-1	3	61	0	31630	2034	1	150	2	6	60	0	1,5	0	0	23B	14	512	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	244	
18803	Эльфийский Наездник	-1	4	62	0	64580	2034	1	150	2	6	180	0	1	0	0	23C	21	264	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	310	
18903	Эльфийский Крушитель	-1	3	62	0	32290	2034	0	25	2	6	40	0	1	0	0	23D	3	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	248	
18A03	Высший Эльф Следопыт	-1	3	63	0	32630	2034	1	150	2	6	40	0	1	0	0	23E	7	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	252	
18B0B	Металический Эльф Снайпер	-1	1	63	0	16315	2034	1	150	2	6	40	0	1	0	0	23F	11	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	126	
18C03	Большая Глыба	-1	5	63	0	97890	2034	0	25	2	6	40	0	1	0	0	240	6	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	378	
17003	Змееголов Шаман	-1	3	63	0	32630	2034	0	25	2	6	40	0	1	0	0	22A	4	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	252	
18D03	Высший Эльф Стражник	-1	4	64	0	66600	2034	1	150	2	6	40	0	1	0	0	241	2	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	320	
18E0B	Высший Эльф Вызыватель	-1	1	64	0	16650	2034	1	150	2	6	40	0	1	0	0	242	7	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	128	
18F03	Металический Эльф Ассасин	-1	3	64	0	33300	2034	0	25	2	6	40	0	1	0	0	243	2	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	256	
19003	Высший Эльф Разрушитель	-1	4	64	0	66600	2034	0	25	2	6	40	0	1	0	0	244	2	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	320	
19113	Высший Эльф Ассасин	-1	4	65	0	94164	2034	0	25	4	6	40	0	1	0	0	245	2	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	325	
19203	Высший Эльф Друид	-1	3	65	0	33630	2034	0	25	2	6	40	0	1	0	0	246	7	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	260	
19303	Высший Эльф Укротитель	-1	4	65	0	67260	2034	1	150	2	6	40	0	1	0	0	247	7	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	325	
19403	Металический Эльф	-1	3	65	0	33630	2034	0	25	2	6	40	0	1	0	0	248	11	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	260	
19503	Металический Эльф Маэстро Механи	-1	3	65	0	33630	2034	1	150	2	6	40	0	1	0	0	249	11	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	260	
19603	Металический Эльф Щитник	-1	3	65	0	33630	2034	0	25	2	6	40	0	1	0	0	24A	2	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	260	
19703	Металический Эльф Лорд Войны	-1	5	66	0	144102	2034	0	25	3	4	56	0	1,399999976	0	0	24B	2	257	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	396	
15D13	Высший Эльф Стрелок 	-1	3	51	0	26580	2034	1	150	2	6	48	0	1,200000048	0	0	221	7	273	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	204	
15B0B	Высший Эльф Колдун	-1	1	54	0	14125	2034	1	150	2	6	48	0	1,200000048	0	0	21F	7	273	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	108	
17007	Змееголов Шаман	-1	2	67	0	2182320	2034	0	25	5	8	40	0	1	0	1	22A	4	2	0	-1	00331	00332	00333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	938	
1720C	Культист Духа	-1	0	60	0	15640	2034	0	25	2	6	100	0	2,5	0	0	22C	21	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
03613	Раненый Культист	-1	3	53	0	138050	2034	0	43,75	3	4	40	0	1	0	0	066	4	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	212	
1880B	Эльфийский Наездник	-1	1	50	0	13105	2034	1	150	2	6	180	0	1	0	0	23C	21	264	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	100	
1830B	Эльфийский Боевой Шипоголов	-1	1	50	0	13105	2034	0	25	2	6	40	0	1	0	0	237	14	264	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	100	
15C0C	Высший Эльф Ведьмак	-1	0	53	0	2761	2034	0	25	2	6	48	0	1,200000048	0	0	220	5	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
15217	Королева Высших Эльфов 	-1	2	55	0	286100	2034	1	150	2	6	60	0	1,5	0	1	224	5	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	770	
18F13	Металический Эльф Ассасин	-1	3	55	0	28610	2034	0	25	2	6	40	0	1	0	0	243	2	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	220	
14F13	Металический Эльф Канонир	-1	3	55	0	37193	2034	1	150	2	6	68	0	1,700000048	0	0	212	11	2050	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	220	
14E23	Металический Эльф Стрелок 	-1	3	57	0	38506	2034	1	150	2	6	68	0	1,700000048	0	0	211	7	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	228	
15107	Металический Эльф Берсерк 	-1	2	72	0	3061060	2034	0	25	3	5	56	0	1,399999976	0	1	214	3	514	0	-1	00331	00332	00333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	1008	
1950C	Металический Эльф Маэстро Механи	-1	0	69	0	17820	2034	1	150	4	6	40	0	1	0	0	249	11	257	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
18A13	Мертвы Высший Эльф Скаут	-1	3	59	0	30620	2034	1	150	2	6	40	0	1	0	0	23E	7	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	236	
19913	Высший Эльф Архимаг	-1	3	59	0	30620	2034	1	150	2	6	48	0	1,200000048	0	0	24D	7	273	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	236	
14D17	Мертвый Элди Крош	-1	2	72	0	3173050	2034	0	64	5	8	64	0	1,600000024	0	1	210	21	6	0	0	00331	00332	00333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	1008	
1970C	Металический Эльф Лорд Войны	-1	0	69	0	17820	2034	0	280	4	6	56	0	1,399999976	0	0	24B	2	257	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
19A13	Ледяной Двулик	-1	4	63	0	65260	2034	1	150	4	6	80	0	2	0	0	0E9	11	520	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	315	
19B23	Огненный Двулик	-1	4	63	0	65260	2034	1	150	4	6	80	0	2	0	0	0E9	11	520	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	315	
17103	Шипоголов Медиум	-1	4	63	0	65260	2034	1	150	4	6	80	0	2	0	0	22B	7	513	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	315	
06D17	Запечатанный Бельфегор	-1	2	70	0	2760320	2034	0	25	3	5	80	0	2	0	1	0F0	4	514	0	0	00331	00332	00333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	980	
04327	Запечатанный Культист Теледан	-1	2	67	0	2182320	2034	0	25	5	8	80	0	2	0	1	099	21	513	0	0	00331	00332	00333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	938	
06817	Запечатанный Кровавая Лапа	-1	2	67	0	2251600	2034	0	25	4	6	80	0	2	0	1	0EB	3	514	0	0	00331	00332	00333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	938	
0AF17	Запечатанный Акулоящер Таравен	-1	2	69	0	2601720	4000	0	75	5	8	60	0	1,5	0	1	112	21	3	0	0	00331	00332	00333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	966	
09447	Запечатанный Баал-Хамон	-1	2	72	0	3061060	2034	0	25	3	5	80	0	2	0	1	0F7	2	520	0	0	00331	00332	00333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	1008	
05837	Запечатанная Королева Калиан	-1	2	72	0	3173050	2034	0	60	5	8	60	0	1,5	0	1	0AB	21	257	0	3	00331	00332	00333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	1008	
0AD17	Запечатанный Дух Синдара	-1	2	71	0	2858700	4000	1	150	4	6	80	0	2	0	1	110	7	5	0	-1	00331	00332	00333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	994	
0B217	Запечатанный Дагон	-1	2	67	0	2251600	2034	0	65	5	8	32,5	0	1,299999952	0	1	115	14	513	0	0	00331	00332	00333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	938	
0B117	Запечатанный Даган	-1	2	67	0	2251600	2034	0	70	5	8	42	0	1,399999976	0	1	114	21	257	0	0	00331	00332	00333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	938	
16527	Запечатанный Страж Дагана	-1	2	68	0	2472400	1500	0	420	4	6	140	0	3,5	0	1	11E	14	2049	0	0	00331	00332	00333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	952	
06E3C	Запечатанный Страж Бельфегора	-1	0	67	0	17320	2034	0	25	4	6	40	0	1	0	0	0F1	2	520	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	0	
0681C	Запечатанный Страж Кровавой Лапы	-1	0	64	0	16650	2034	0	25	4	6	40	0	1	0	0	0EB	3	514	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
0AF1C	Запечатанный Страж Таравена	-1	0	66	0	17155	1500	0	25	5	8	32	0	0,800000012	0	0	112	21	3	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
06E2C	Запечатанный Страж Баал Хамона	-1	0	69	0	17820	2034	0	25	4	6	56	0	1,399999976	0	0	0F1	2	520	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	0	
0B31C	Запечатанный Страж Королевы Кали	-1	0	69	0	17820	1500	1	200	4	6	40	0	1	0	0	116	7	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	0	
0AD1C	Запечатанный Страж Духа Синдара	-1	0	68	0	17660	1500	1	150	4	6	40	0	1	0	0	110	7	5	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
0251C	Запечатанный Страж Дагона	-1	0	64	0	16650	1800	1	150	4	6	32	0	0,800000012	0	0	096	14	512	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
02B10	Клонированный Песчаный червь	-1	0	31	0	1654	2034	0	120	3	5	40	0	1	0	0	090	21	1	0	2	00000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	31	
02B11	Клонированный Песчаный червь	-1	0	31	0	1654	2034	0	120	3	5	40	0	1	0	0	090	21	1	0	2	00000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	31	
02B12	Клонированный Песчаный червь	-1	0	31	0	1654	2034	0	120	3	5	40	0	1	0	0	090	21	1	0	2	00000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	31	
02F10	Клонированный Змееголов Убийца	-1	0	33	0	1762	2034	0	37,5	3	5	40	0	1	0	0	05E	2	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	33	
02D11	Клонированный Шипоголов	-1	0	32	0	1710	2034	0	37,5	2	4	40	0	1	0	0	067	21	2049	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	32	
00A12	Клонированный Саблезуб	-1	0	33	0	1762	2034	0	31,25	2	6	40	0	1	0	0	085	21	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	33	
03B10	Клонированный Доспех-призрак	-1	0	35	0	1866	2034	1	180	3	6	60	0	1,5	0	0	094	9	514	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	35	
03611	Клонированный Культист Молотобое	-1	0	35	0	1866	2034	0	43,75	3	4	40	0	1	0	0	066	4	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	35	
03612	Клонированный Культист Молотобое	-1	0	35	0	1866	2034	0	43,75	3	4	40	0	1	0	0	066	4	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	35	
03A18	Клонированный Бронированный Дрои	-1	1	36	0	9535	2034	1	150	4	6	60	0	1,5	0	0	095	15	514	0	-1	00004	00005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	72	
03A19	Клонированный Бронированный Дрои	-1	1	36	0	9535	2034	1	150	4	6	60	0	1,5	0	0	095	15	514	0	-1	00004	00005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	72	
0391A	Клонированная Ундина	-1	1	36	0	9535	2034	0	25	4	5	60	0	1,5	0	0	08D	21	4352	0	1	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	72	
04110	Клонированный Богомол	-1	0	40	0	2120	2034	0	43,75	3	5	40	0	1	0	0	075	21	8	0	3	00016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	40	
04111	Клонированный Богомол	-1	0	40	0	2120	2034	0	43,75	3	5	40	0	1	0	0	075	21	8	0	3	00016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	40	
04112	Клонированный Богомол	-1	0	40	0	2120	2034	0	43,75	3	5	40	0	1	0	0	075	21	8	0	3	00016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	40	
04018	Клонированный Гиперморф	-1	1	42	0	11035	2034	0	25	3	4	52	0	1,299999952	0	0	070	21	2064	0	2	00014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	84	
03D09	Клонированный Лобстер	-1	1	42	0	11035	2034	0	43,75	2	4	40	0	1	0	0	069	21	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	84	
0421A	Клонированный Мясной Слизень	-1	1	42	0	11035	2034	0	25	2	3	60	0	1,5	0	0	098	21	8	0	2	00011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	84	
04510	Клонированный Повелитель Шипогол	-1	0	44	0	2301	2034	0	37,25	3	6	40	0	1	0	0	09B	21	258	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	44	
04311	Клонированный Избранный Культист	-1	0	44	0	2301	2034	0	43,75	3	6	40	0	1	0	0	099	21	513	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	44	
04412	Клонированный Царь Змееголовов	-1	0	44	0	2301	2034	0	43,75	3	6	40	0	1	0	0	09A	1	513	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	44	
05C08	Клонированный Предводитель Мехоз	-1	1	47	0	12255	2034	0	80	3	5	80	0	2	0	0	0AF	14	2056	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	94	
05D09	Клонированный Огненный Скарабей	-1	1	47	0	12255	2034	0	25	3	4	40	0	1	0	0	0B0	21	2056	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	94	
05B0A	Клонированный Магматический Дрои	-1	1	47	0	12255	2034	0	43,75	3	5	40	0	1	0	0	0AE	15	2056	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	94	
0921B	Клонированный Имперский Разрушит	-1	1	50	0	13105	2034	0	25	3	6	40	0	1	0	0	0F5	21	514	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	100	
04118	Клонированный Богомол	-1	1	41	0	10800	2034	0	75	2	4	80	0	2	0	0	075	21	8	0	2	00016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	82	
04119	Клонированный Богомол	-1	1	41	0	10800	2034	0	75	2	4	80	0	2	0	0	075	21	8	0	2	00016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	82	
0411A	Клонированный Богомол	-1	1	41	0	10800	2034	0	80	4	6	80	0	2	0	0	075	21	8	0	2	00016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	82	
0361C	Скрытый Защитник Культиста Телед	-1	0	64	0	16650	2034	0	25	2	6	40	0	1	0	0	066	4	513	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	0	
0B10C	Скрытый Защитник Дагана	-1	0	64	0	16650	2034	0	25	2	6	15	0	0,5	0	0	114	21	257	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	0	
04E0C	Скрытый Защитник Первозданного П	-1	0	65	0	16815	2034	0	25	2	6	24	0	0,600000024	0	0	0A1	21	2049	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	
18F07	Металический Эльф Ассасин	-1	2	70	0	2760320	2034	0	25	3	5	80	0	2	0	1	243	2	257	0	-1	00331	00332	00333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	980	
14F0C	Металический Эльф Стрелок 	-1	0	67	0	17320	2034	1	150	4	6	60	0	1,5	0	0	212	11	2050	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
0B51B	Клонированный Тяжелый Арахнид	-1	1	51	0	13290	2034	0	25	2	3	32	0	0,800000012	0	0	117	21	520	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	102	
06003	Клонитованный Огненный Мотелек	-1	3	52	0	27220	2034	0	25	4	6	40	0	1	0	0	0B3	21	257	0	0	00052	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	208	
0191B	Клонированный Большой Шипоголов	-1	1	53	0	34513	2034	0	56,25	3	5	60	0	1,5	0	0	03C	14	2049	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	106	
01B13	Клонированный Красный Раптор	-1	3	54	0	56500	2034	0	30	4	6	14,39999962	0	0,079999998	0	0	08F	21	256	0	2	00247	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	216	
01013	Клонированный Саблезуб Матриарх	-1	4	55	0	57220	2034	0	37,5	5	7	48	0	1,200000048	0	0	021	3	1	0	2	00296	00297	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	275	
0C903	Клонированный Лазурный Клаан	-1	4	56	0	58520	2034	0	56,25	4	6	72	0	1,799999952	0	0	12C	21	256	0	1	00300	00301	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	280	
04113	Клонированный Полосатый Богомол	-1	4	57	0	59240	2034	0	15,3125	4	6	14	0	0,349999994	0	0	075	21	8	0	2	00304	00305	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	285	
13513	Клонированный Красный Саблезуб	-1	5	58	0	90810	2034	1	62,5	4	6	80	0	2	0	0	19B	3	1	0	0	00302	00303	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	348	
0D413	Клонированный Ящер Тиран	-1	5	59	0	91860	2034	0	43,75	2	5	40	0	1	0	0	137	21	2049	0	2	00306	00307	00303	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	354	
0D313	Клонированный Громогласный Ящер	-1	5	60	0	93840	2034	0	63,75	2	5	68	0	1,700000048	0	0	136	21	2049	0	2	00308	00309	00303	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	360	
0021C	Флем 	-1	0	3	0	255	2034	0	25	2	4	40	0	1	0	0	009	21	1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
00207	Большой Флем 	-1	2	21	0	174000	2034	0	131,25	2	4	120	0	3	0	1	009	21	1	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	294	
0190C	Трицератопс 	-1	0	20	0	5540	2034	0	37,5	2	4	40	0	1	0	0	03C	14	2049	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	
01907	Гигантский Трицератопс 	-1	2	31	0	281180	2034	0	112,5	2	6	120	0	3	0	1	03C	14	2049	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	434	
0252C	Бронированный Мехозавр 	-1	0	30	0	8060	2034	1	120	2	4	40	0	1	0	0	096	14	512	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
02507	Большой Бронированный Мехозавр 	-1	2	41	0	410400	2034	1	600	4	6	120	0	3	0	1	096	14	512	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	574	
0411C	Богомол 	-1	0	41	0	10800	2034	0	37,5	2	4	40	0	1	0	0	075	21	8	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	0	
04107	Король Богомолов 	-1	2	46	0	481400	2034	0	131,25	2	5	120	0	3	0	1	075	21	8	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	644	
0840C	Коммандо Предатель 	-1	0	45	0	11815	2034	0	25	4	6	40	0	1	0	0	0D7	3	514	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
0860C	Чемпион Предатель 	-1	0	45	0	11815	2034	0	25	4	6	40	0	1	0	0	0D9	1	514	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
08A0C	Разрушитель Предатель 	-1	0	45	0	11815	2034	0	25	4	6	40	0	1	0	0	0DD	1	514	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
08B07	Миллер Предатель Капитан 	-1	2	51	0	558180	2034	0	75	2	5	80	0	2	0	1	0DE	1	514	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	714	
08D07	Рыцарь Предатель Капитан 	-1	2	51	0	558180	2034	0	75	2	5	80	0	2	0	1	0E0	7	514	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	714	
08E07	Гладиатор Предатель Капитан 	-1	2	51	0	558180	2034	0	75	2	5	80	0	2	0	1	0E1	2	514	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	714	
0921C	Имперский Разрушитель Альфа 	-1	0	50	0	13105	2034	0	25	3	6	40	0	1	0	0	0F5	21	514	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	0	
