dword	text	END	
2353	298  Уничтожьте Варассу, оружие сотворённое NC-5874-ым с помощью вируса Геродиана. Варассу можно найти в Долине Смерти, локации Застава-213.		
2354	299  Уничтожьте ,состоящих в союзе с Калианами, 3 Ренегата Фантома, 3 Ренегата Ракетчика и 3 Ренегата Пастыря. Они обитают в Лесу Безмолвия, локации Элан.		
2355	300  Уничтожьте 3 Ренегата Карателя, получавших помощь от Карабана. Их можно найти в Странной Роще, локации Элан.		
2356	204  Убейте Бельфегора в Отроге Вулкана Котел. Его можно найти в Укрытии Бельфегора.		
2357	93  Уничтожьте 50 Калиан Лучниц, обитающих в Ставке Луреса на Этере.		
2358	94  Уничтожьте 30 Предводителей Гоблинов во Вредных Испарениях и 30 Гигантских Орков в Пещерах Одиночества, локации Отроги Вулкана Котел.		
2359	304  Уничтожьте 10 Ренегат Карателей и 10 Ренегат Ракетчиков, обитающих на Элане.		
2360	96  Уничтожьте 3 Разрушителей, 10 Тёмных Жрецов и 10 Чудотворцев, обитающих на Элане.		
2361	Сразите 10 Больших Шипоголовов и 10 Черных Жаб в Туманной Долине, локации Горы Чудовищ.		
2362	98  Уничтожьте Красного Саблезуба в Горах Чудовищ, его можно найти на Кладбище Драконов или в Лесу Охотников.		
2363	99  Разрушьте Драгоценный Куб и получите Печать Души, Печать Разрушений и Печать Крови.		
2364	101  Проникни в Лабораторию Картелы через Ставку Джека на Этере и убейте 15 Бродячих Мутантов и 15 Смертельных Когтей.		
2365	102  Уничтожьте 15 Королей Бродячих Мутантов у входа в Лаборатории Картелы.		
2366	207  Для проникновения в Центр Управления Лаборатории Картела необходимо очистить проход, убив 15 Смертельных Жнецов и 30 Младших Жнецов.		
2367	104  Убейте 20 Боевых Зверей у входа в Горы Чудовищ.		
2368	105 Убейте 20 Когтистых Псевдодраконов. Они находятся в Лесу Охотников и Лесу Тьмы, локации Горы Чудовищ.		
2369	106  Убейте 20 Красных Рапторов, находящихся в Лесу Охотников и Лесу Тьмы, локации Горы Чудовищ.		
2370	107  Убейте 15 Полосатых Богомолов, находящихся в Лесу Тьмы, локации Горы Чудовищ.		
2371	316  Добудьте карту Легендарного Королевства Идисиль. Ее можно добыть из Громогласных Ящеров на Дороге Древних или на Кладбище Драконов, локации Горы Чудовищ.		
2372	317  Для отслеживания охотничьих следов уничтожьте 30 Саблезубов Матриархов.		
2373	109  Убейте 10 Красных Саблезубов, их можно найти в Лесу Тьмы.		
2374	110  Убейте 5 Гремлов Патрульных и 5 Кукра Патрульных, они находятся на Дороге Древних.		
2375	111  Отправляйтесь в Землю Изгнанников и убейте 5 Шипоголовов Гремлов Лучников, их можно найти в Заставе Племени Гремлов и в Лагере Гремлов.		
2376	112  В Земле Изгнанников пройдите через Долину Близнецов в Форт Нарум и убейте 5 Культистов Нарум Скаутов.		
2377	113  Убейте 5 Змееголов Кукра Гладиаторов, они находятся в окрестностях Врат Клана Тарков.		
2378	323  Для контроля над Хранителем Священного Метала,  выбейте чип из Терминала, находящегося в Карговых Шахтах. Для завершения задания нужно расколоть Терминал, который находится в окрестностях порталов каждой расы, в течение четырех часов.  Если смотреть на карту, то координаты Терминала Империи Акретия – сектор Q20, Альянса Коры – сектор  U12. Но запомните, если мы не сможем защитить наш Терминал или, если другая раса первая заполучит чип, то задание будет считаться проваленным.		
2379	324  Защити наш Терминал в Карговых Шахтах, от других рас. Координаты нашего Терминала – сектор G11 на карте Карговых Шахт, наша задача защищать наш Терминал до появления Хранителя Священного Метала, так как время добывания руды измеряется прочностью нашего Терминала на окончание расовой войны.		
2380	325   Для контроля над Хранителем Священного Метала,  выбейте чип из Терминала, находящегося в Карговых Шахтах. Для завершения задания нужно расколоть Терминал, который находится в окрестностях порталов каждой расы, в течение четырех часов.  Если смотреть на карту, то координаты Терминала Федерации Беллато – сектор G11, Федерации Акретия – сектор  Q20. Но запомните, если мы не сможем защитить наш Терминал или, если другая раса первая заполучит чип, то задание будет считаться проваленным.		
2381	326  Защити наш Терминал в Карговых Шахтах, от других рас. Координаты нашего Терминала – сектор U12 на карте Карговых Шахт, наша задача защищать наш Терминал до появления Хранителя Священного Метала, так как время добывания руды зависит от прочности нашего Терминала на окончание расовой войны.		
2382	327  Для контроля над Хранителем Священного Метала,  выбейте чип из Терминала, находящегося в Карговых Шахтах. Для завершения задания нужно расколоть Терминал, который находится в окрестностях порталов каждой расы, в течение четырех часов.  Если смотреть на карту, то координаты Терминала Федерации Беллато – сектор G11, Альянса Коры – сектор  U12. Но запомните, если мы не сможем защитить наш Терминал или, если другая раса первая заполучит чип, то задание будет считаться проваленным.		
2383	328 Защити наш Терминал в Карговых Шахтах, от других рас. Координаты нашего Терминала – сектор Q20 на карте Карговых Шахт, наша задача защищать наш Терминал до появления Хранителя Священного Метала, так как время добывания руды измеряется прочностью нашего Терминала на окончание расовой войны.		
2384	329  Возвратите Контейнер Торговца, в котором содержатся товары для торговли. Контейнер можно добыть у Гоблинов, обитающих в Отрогах Вулкана Котел.		
2385	330  Нужно найти вора по следам, которым он оставил в Контейнере, своим оружием.  Банкир в Укреплении Солус поможет найти тебе вора по следам.		
2386	331   Чтобы отследить передвижения Рии необходимо обратиться к Фериаду, находящемуся на входе в Плато Надир, локации Сеттовые Пустыни.		
2387	332  Верни товары Торговца, расправившись с Разрушителем Рии в Лесу Безмолвия на Элане. Товары сейчас находятся у настоящего Разрушителя Рии.		
2388	333  Для того, чтобы определить месторасположения войск Федерации,  отправленных в X,  необходимо уничтожить Ренегатов Отступников и забрать у них Диски с данными.		
2389	334  Для восстановления данных, необходимо добыть еще 5 Дисков. Их можно добыть с Ренегатов Хранителей. Обитают они в Лесу Безмолвия и в Диком Глазу на Элане.		
2390	335  Уничтожьте 20 Предателей Федерации. Найти их можно в Пантеоне Змееголовов, локации Колония Нумерус.		
2391	336  Уничтожьте главаря предателей Леона Волкова. Найти его можно в Пантеоне Змееголовов, локации Колония Нумерус. После выполнения задания отнесите его эмблему Командующему в Генштаб Федерации Беллато. 		
2392	337  Уничтожьте 15  Лазутчиков Акретии. Они спрятались в Плоскогорье Геродиан, локации Укрепление Анакаде. 		
2393	338  Сообщи о завершении задания об уничтожении Лазутчиков Командующему в Геншатб.		
2394	329  Возвратите Контейнер Торговца, в котором содержатся товары для торговли. Контейнер можно добыть у Гоблинов, обитающих в Отрогах Вулкана Котел.		
2395	340  Нужно найти вора по следам, которым он оставил в Контейнере, своим оружием.  Банкир в Колонии Харам поможет найти тебе вора по следам.		
2396	331   Чтобы отследить передвижения Рии необходимо обратиться к Фериаду, находящемуся на входе в Плато Надир, локации Сеттовые Пустыни.		
2397	332  Верни товары Торговца, расправившись с Разрушителем Рии в Лесу Безмолвия на Элане. Товары сейчас находятся у настоящего Разрушителя Рии.		
2398	343  Для того, чтобы определить месторасположения войск Альянса Кор,  отправленных в X,  необходимо уничтожить Ренегатов Отступников и забрать у них Диски с данными.		
2399	344  Для восстановления данных, необходимо добыть еще 5 Дисков. Их можно добыть с Ренегатов Штурмовиков. Обитают они в Лесу Безмолвия и в Диком Глазу на Элане.		
2400	345  Уничтожьте 20 Предателей Альянса. Найти их можно в Хранилище, локации Застава-117.		
2401	346  Уничтожьте главаря предателей Сириус Гейла. Найти его можно в Хранилище, локации Застава-117. После выполнения задания отнесите его значок Командующей, в Генштаб Альянса Кор.		
2402	347  Уничтожьте 15  Лазутчиков Беллато. Они спрятались в Пантеоне Шипоголовов, локации Колония Нумерус.		
2403	338  Сообщи о завершении задания об уничтожении Лазутчиков Командующему в Геншатб.		
2404	329  Возвратите Контейнер Торговца, в котором содержатся товары для торговли. Контейнер можно добыть у Гоблинов, обитающих в Отрогах Вулкана Котел.		
2405	350  Нужно найти вора по следам, которым он оставил в Контейнере, своим оружием.  Банкир в Заставе-213 поможет найти тебе вора по следам.		
2406	331   Чтобы отследить передвижения Рии необходимо обратиться к Фериаду, находящемуся на входе в Плато Надир, локации Сеттовые Пустыни.		
2407	332  Верни товары Торговца, расправившись с Разрушителем Рии в Лесу Безмолвия на Элане. Товары сейчас находятся у настоящего Разрушителя Рии.		
2408	353  Для того, чтобы определить месторасположения войск Империи,  отправленных в X,  необходимо уничтожить Ренегатов Наблюдателей и забрать у них Диски с данными.		
2409	354  Для восстановления данных, необходимо добыть еще 5 Дисков. Их можно добыть с Ренегатов Берсерков. Обитают они в Лесу Безмолвия и в Диком Глазу на Элане.		
2410	355  Уничтожьте 20 Предателей Империи. Найти их можно в Плоскогорье Геродиан, локации Укрепление Анакаде.		
2411	356  Уничтожьте главаря предателей Трашера. Найти его можно в Плоскогорье Геродиан, локации Укрепление Анакаде. После выполнения задания отнесите его значок Командующему  в Генштаб Империи Акретии.		
2412	357  Уничтожьте 15  Лазутчиков Кор. Они спрятались в Хранилище, локации Застава-117.		
2413	338  Сообщи о завершении задания об уничтожении Лазутчиков Командующему в Геншатб.		
2414	Для вычисления воздушного пространства, добудьте 50 Грифов и поговорите с Надзирателем Хонки.		
2415	360   Найди и уничтожь Бронированных Мехозавров в Высохшем Болоте, собери 5 экзоскелетов Мехозавра и после отнеси их Поставщику MAU, Амаен Шеру в Генштаб Федерации.		
2416	361  Для того, чтобы получить полную информацию о магии Альянса, тебе необходимо допросить пойманного на Аван Посту война Кор. Но для того, чтобы понять его речь, тебе необходимо убить Скарабеев и подобрать из них Устройство Распознания Языка, необходимого для допроса.		
2417	362 Вам необходимо передать Наставнику Устройство Распознавания Языка.		
2418	360   Найди и уничтожь Бронированных Мехозавров в Высохшем Болоте, собери 5 экзоскелетов Мехозавра и после отнеси их Поставщику MAU, Амаен Шеру в Генштаб Федерации.		
2419	364  Для того, чтобы узнать о прогрессе вооруженных технологий, тебе необходимо допросить война Акретии As02-R1-547022, пойманного в Порту Империи. Но для того, чтобы понять его речь, тебе необходимо убить Скарабеев и подобрать из них Устройство Распознания Языка, необходимого для допроса.		
2420	365  Вам необходимо передать Кузницу Монси Устройство Распознавания Языка.		
2421	_		
2422	_		
2423	_		
2424	366  Для того, чтобы стать полноценным воином Империи, вам необходимо поговорить с Лайо.		
2425	367  Добудьте 20  неполных Луас Мика. Добыть их можно из монстров, обитающих в Высохшем Болоте или в окрестностях Генштаба Федерации.		
2426	Верните Алхимику Эль Луне устройство ультразвуковых волн, который Советник Лайо использовал для обработки неполных трофеев.		
2427	369  Для получения приказа Командующего, переговорите с Надзирателем Хонки.		
2428	370  Вам необходимо переговорить с секретарем J-я Давидом Кимом, он ждет недалеко от АБУ в Укреплении Анакаде.		
2429	371  Для того, чтобы помочь J-ю, необходимо уничтожить Черных Песчаных Червей и собрать 5 обломков корабля, после чего передать их секретарю Давиду Каму, находящемуся в окрестностях АБУ, локации Укрепление Анакаде.		
2430	По просьбе Кама, вам необходимо побеседовать с Тогровцем Дуна и попросить устройство ультразвуковых волн.		
2431	Чтобы выйти из неприятного положения и вернуть потерянное воздушное пространство, необходимо переговорить с Надзирателем Хонки и передать ему устройство ультразвуковых волн и Изумруд Урона.		
2432	_		
2433	_		
2434	374  Пойманный воин Коры рассказал о готовящейся ядерной атаке. В течение 10-ти минут, необходимо найти и обезвредить заряд.		
2435	375  Необходимо уничтожить Аксесиса, воина Альянса, который заложил снаряд.		
2436	376  Уничтожьте бегущего, из Укрепления Анакаде воина Акретии As02-R1-409518. После его уничтожения отнесите его трофеи секретарю J-я Каму.		
2437	377  Необходимо добыть Часть Разрушенного Крыла, Часть Разрушенного Хвоста и Часть Разрушенного Носа с разбросанного корабля в Сеттовой Пустыне, для исследований.		
2438	378  Необходимо добыть Часть Разрушенного Двигателя и Часть Разрушенного Штурвала с разбросанного корабля в Сеттовой Пустыне, для исследований.		
2439	379  Необходимо уничтожить Бешеного Молотоглава (Пит Босс  в Рифтовых Пещерах Генштаба.		
2440	_		
2441	_		
2442	_		
2443	_		
2444	380  Поговорите с Кладовщиком Таврой, ставшим заслуженным сотрудником Института Исследований, об экологической обстановке.		
2445	381  Вернитесь к Торговцу Калуса и передайте ему слова Кладовщика Тавры.		
2446	382  Для того, чтобы получить кольцо, как у  заслуженного сотрудника Института Исследований принесите панцирь Лобстера Матриарха Торговцу, в Солусе, Калуса. Найти их можно на входе в Зачарованный Лес, локации Укрепление Солус.		
2447	Отнесите поддельное Кольцо Заслуженного Сотрудника Института и переговорите с Кладовщиком Тавра, который находится в Генштабе.		
2448	384  Для исследования новых монстров необходимо уничтожить Царя Саблезубов, который находится в Скальном Разлом, локации Укрепление Солус. Затем отнесите его Зуб Торговцу Калуса.		
2449	385  Для подтверждения купле продажи, принесите подпись. Для этого переговорите с Биллетером Мили. Найти его можно на Платформе в Окрестностях Генштаба.		
2450	Для получения подписи Биллетера Мили, вам необходимо уничтожить 20 Опытных Болотных Гиперморфов, найти которых можно в Оружейной Долине, локации Укрепление Солус или на Грозовом Утесе, локации Укрепление Анакаде		
2451	387  По просьбе Билетера Картелы Мили, уничтожьте Короля Трицератопсов(Пит Босс . Найти его можно на Возвышении Анакаде, локации Анакаде. Затем снова переговорить с Мили.		
2452	388  Отнесите, получившую, подпись Оружейнику Зеленоглазу в Генштаб Федерации.		
2453	389  Отнесите документ с подписями торговцев , в Генштаб Федерации, Командующему Эль-Дан Танте.		
2454	390  Уничтожьте Стального Аргола. Найти его можно в Высохшем Болоте, локации Генштаб Федерации.		
2455	391  Добудьте, уничтожая Калиан, 10 Альбомов с Чертежами. Затем отнесите их Координатору Перемещений Понти, находящемуся в Белом Безмолвии, локации Этер.		
2456	 392  Добудьте Измеритель Загрязнения Пустыни, уничтожая магмовых чудовищ - Тестовых Рапторов. Затем переговорите с Хранителем Врат, который находится в Плато Надир, локации Сеттова Пустыня.		
2457	393  Добудьте 10 Измерителей Загрязнений Вулкана, уничтожая Магмовых Жаб и Дроидов Охотников. Затем переговорите с Хранителем Врат, который находится в Плато Надир, локации Сеттова Пустыня.		
2458	394  Передайте отчет, подготовленный Хранителем Врат, Командующему Эль-Дан Танте в Генштаб.		
2459	395  Вам необходимо переговорить с Джаном Криадовым, состоящим в совете по решению проблемы загрязнения Вулкана.		
2460	396  Уничтожьте 5 Магмовых Жаб, 5 Дроидов Охотников и 5 Красных Псевдодраконов.		
2461	_		
2462	_		
2463	_		
2464	397  Соберите 10 Жидкостей, уничтожая Лавовых Арахнидов на Элане.		
2465	398  Отнесите Кузнецу Юрикэ жидкости, которые вы собрали на Элане.		
2466	399  Отдайте выпущенный антивирусный аппарат Хранителю Врат в Сеттовой Пустыне.		
2467	400  Добудьте 5 Измерителей Загрязнений Вулкана II, уничтожая Мотыльков и Сверкающих Мотыльков в Отрогах Вулкана Котел.		
2468	_		
2469	_		
2470	_		
2471	_		
2472	_		
2473	_		
2474	Добудьте Чипы Памяти II, и III уничтожая Стражей у портала Империи Акретия в Карговых Шахтах и Сетовой Пустыне. Затем переговорите с Надзирателем Хонки.		
2475	402  Для гидравлического анализа на Элане переговорите с представителем Федерации Беллато Гамаудом.		
2476	403  Добудьте 1 Устройство Распознавания Языка II, уничтожая Ренегатов Наёмников Кор на Элане.		
2477	404  Добыв Устройство Распознавания Языка II, переговорите с представителем Кор Нандералем на Элане.		
2478	405  Вам необходимо отправиться в Лес Безмолвия и найти посыльного Коры Хунта. Для переговоров вам необходимо иметь при себе Устройство Распознавания Языка II.		
2479	Вам необходимо добыть по 1 Чипу Памяти ? и V на которых записан заговор Акретии, уничтожив Ренегатов Фантомов. Затем вернитесь к Нандералю. Для переговоров вам необходимо иметь при себе Устройство Распознавания Языка II.		
2480	407  Для того, что бы передать информацию о разговоре с представителем Кор, поговорите с представителем Федерации Гамаудом.		
2481	408  Для отчета об анализе вернитесь в Генштаб и переговорите с Надзирателем Хонки.		
2482	_		
2483	_		
2484	409  Уничтожьте предводителя Гоблинов Клувера, найти его можно в Отрогах Вулкана Котел. Для доказательства принесите его голову Координатору Перемещений в Генштаб.		
2485	410  Необходимо передать информацию о наступающей опасности, извлеченной из мозга Клувера, Командующему Эль-Дан Танте.		
2486	Уничтожьте 15 Орков Предводителей и 15 Гигантских Орков, которые являются прямыми подчиненными Бельфегора. Они обитают в Отрогах Вулкана Котел.		
2487	412  Вам необходимо подсоединиться к устройству анализирующему Дерево Новуса. Это устройство находится перед Деревом Новуса на Элане.		
2488	413  Передайте полученную плёнку с информацией об анализе Дерева Новуса посыльному Федерации Рандиесу. Его можно найти в Лесу Безмолвия на Элане. Вы должны доставить эту плёнку за 30 минут.		
2489	414  Вам необходимо подсоединиться к устройству анализируемому Дерево Новуса. Это устройство находится перед Деревом Новуса на Элане.		
2490	415  Добудьте 5 Гормонов Развития, уничтожая Арахнидов на Элане.		
2491	416  Для отчета в исследовательский институт по анализу Дерева Новуса поговорите с Джаном Криадовым.		
2492	_		
2493	_		
2494	417  Для того, чтобы остановить приближение других рас на Элан необходимо переговорить с Военным Снабженцем Картелы Вадином, который находится около Дерева Новуса.		
2495	418  Для остановления влияния Калиан, необходимо уничтожить 15 Патрульных Роботов Гамма на Элане.		
2496	419  Для остановления влияния Калиан, необходимо уничтожить 20 Робо Мечников и 20 Робо Пулеметчиков на Элане.		
2497	420  Возьмите Вражескую Пудру и переговорите с представителем Федерации Гамаудом.		
2498	421  Уничтожьте 3 Ренегата Ассасина и 3 Ренегата Хранителя, представляющих угрозу расе.		
2499	422  Уничтожьте 3 Аргулинов Стражей, обитающих в Оружейной Долине, локации Укрепление Солус.		
2500	423  Уничтожьте 5 Аргулинов Close Стражей , защищающих Панцирного Аргола в Высохшем Болоте, локации Укрепление Солус.		
2501	424  Уничтожьте Панцирного Аргола, защищающего Высохшие Болота в Укреплении Солус.		
2502	425  Уничтожьте Императорского Лобстера. Найти его можно на Грозовом Утесе, локации Укрепление Анакаде.		
2503	_		
2504	426  До будьте Клетку Скарабея, уничтожая Молодых Яростных Скарабеев. Найти их можно на Рифах Культистов в локации Генштаб Федерации.		
2505	427  Добудьте 20 Личинок Скарабеев, обитающих в Теплой Роще и в Испаряющемся Озере, локации Отроги Вулкана Котел. Затем отнесите их Поставщику MAU Амаен Шеру.		
2506	428  Уничтожьте Яростного Скарабея, обитающего в Гроте Близнецов, локации Солус.		
2507	429  Уничтожьте Большого Мясного Слизня, обитающего на Плато Проклятых, локации Укрепление Анакаде.		
2508	430  Переговорите с Секретарем Давидом Кимом.Он находится около АБУ в Укреплении Анакаде.		
2509	431  Уничтожьте Царя Богомолов, обитающего на Плато Федерации в Укреплении Анакаде.		
2510	_		
2511	_		
2512	_		
2513	Чтобы вернуть предмет, который имеет свойство маскировать внешность, ступай к Кузнецу Джейдену и снова поговори с ним.		
2514	Чтобы вернуть себе Секретную Мантию, которая имеет ограничение по времени, ступай к Кузнецу Джейдену и поговори с ним.		
2515	Необходимо понаблюдать за Торговцем Культистом Кродиамом и Торговцем Змееголовом Бафриумом. Найти их можно в Сеттовых Руинах, локации Сеттова Пустыня. Затем вернитесь в Генштаб и поговорите с Клерком Резо Гайханом. Но у вас должна быть с собой Секретная Мантия, которая действует 10 минут.		
2516	Поговорите с Оружейником Барнен-Лифф и узнайте у него, как вернуть гильдии ее славу.		
2517	435  Уничтожьте5 Культистов Мастеров Защитников, защищающих Зачарованный Лес в Укреплении Солус.		
2518	436  Уничтожьте Хранителя Кровавого Культа, обитающего в Зачарованном Лесу, локации Укрепление Солус. Затем возьмите его вещи.		
2519	437  Для того, чтобы передать Фляжку Картелы, найденную в вещах Старейшины Культистов,  поговорите с Клерком Резо Гайханом.		
2520	438  Для того, чтобы найти тайну Священного Метала, необходимо поговорить с Охранником Портала Байтом в Карговых Шахтах.		
2521	439  Найдите и проверьте дышащий камень, который начал превращаться в рудодобытчика. Найти его можно в Карговых Шахтах.		
2522	440  Добудьте 5 Клеток Жизни, уничтожая Солдатов Лазувардинов. Затем поговорите с Кладовщиком Таврой.		
2523	441  Вам необходимо уничтожить предводителя рудодобытчиков Сотрястаеля(Пит Босс . Найти его можно в Карговых Шахтах.		
2524	442  Вам нужно встретиться с Ромулем, который является Старейшеной Карабана. Найти его можно в Лаборатории Картела.		
2525	Добудьте C.S. Спектор, уничтожая Бродячих Мутантов, Королей Бродячих Мутантов и Растений Мутантов. Они обитают только в Лаборатории Картелы.		
2526	444  Передайте C.S. Спектор Торговцу Калусе в Укреплении Солус.		
2527	445  Передайте Элементарную Частицу 227 Ромулю. Найти его можно в Лаборатории Картелы на Этере.		
2528	Для того, чтобы уничтожить Лабораторию Картелы, вам необходимо ликвидировать Айзена Разрушителя. Он оккупировал Центр Управления Лаборатории.		
2529	447  Необходимо проверить систему самоуничтожения Лаборатории, но необходимо это сделать не более, чем за 5 минут. Система самоуничтожения находится на входе в Лабораторию.		
2530	448  Поговорите с Ромулем, находящимся в Центре Управления Лабораторией Картелы на Этере.		
2531	_		
2532	_		
2533	_		
2534	449  Проверьте Устройства Голограмм под номером 2, 3 и 4. 		
2535	450  Проверьте Устройства Голограмм под номером 5 и 6.		
2536	Необходимо уничтожить Бродячих Мутантов и Исследователей вокруг Лаборатории Картеллы, чтобы добыть Второй ключ для активации голограммы. Найдите Устройство Включающее Голограмму II, и запустите Голограмму.		
2537	Найдите и уничтожьте, скитающегося по Лаборатории, Короля Бродячих Мутантов и добудьте Дневник Экологического Оружия. Руководитель исследований Смит заразившись вирусом превратился в Короля Бродячих Мутантов.		
2538	453  Вам необходимо передать Дневник Экологического Оружия Торговцу Калусе, который находится в Укреплении Солус.		
2539	454  Уничтожьте подчиненных Тора 6 Карателей Отряда Элефантов и 6 Ракетчиков Отряда Темный Знак. Найти их можно в Лаборатории Картелы на Этере.		
2540	455  Уничтожьте подчиненных Тора 2 Ландскнехта Отряда Молот. Найти их можно в Лаборатории Картелы на Этере.		
2541	456  Уничтожьте Тора(Пит Босс , обитающего и командующего в Лаборатории Картела.		
2542	_		
2543	_		
2544	457  Добудьте Свидетельство Тестирования, уничтожая Когтистых Псевдодраконов в Горах Чудовищ.		
2545	458  Найдите Духовную Коробку на Кладбище Драконов в Горах Чудовищ. Затем поговорите с созданием Назала, драконом.		
2546	459  Добудьте Свидетельство Защиты, уничтожая Стражей Громогласного Ящера. Найти их можно в Лесу Тьмы и на Кладбище Драконов, локации Горы Чудовищ. Затем поговорите с созданием Назала.		
2547	460  Добудьте Свидетельство Доверия, уничтожая Громогласных Ящеов на Кладбище Драконов. Затем поговорите с созданием Назала.		
2548	461  Добудьте 5 Свидетельств Печатей, уничтожая Ящеров Трианов на Кладбище Драконов, локации Горы Чудовищ. Затем поговорите с созданием Назала.		
2549	Уничтожьте 6 Когтистых Рапторов, обитающих на Кладбище Драконов в Горах Чудовищ.		
2550	463  Уничтожьте Первозданного Псевдодракона, обитающего на Кладбище Драконов в Горах Чудовищ. Получив Первозданный Огненный Цветок, передайте его созданию Назала.		
2551	464  Уничтожьте 5 Инфицированных Молотоглавов, изменившихся от вируса Геродиана. найти их можно на входе в Горы Чудовищ.		
2552	465  Добудьте 5 Инфицированных Крыльев, уничтожая Инфицированных Синих Молотоглавов. Найти их можно в Лесу Тьмы, локации Горы Чудовищ.		
2553	466  Для передачи Инфицированных Крыльев поговорите с Надзирателем Хонки в Генштабе Федерации.		
2554	467  Поговорите с секретарем J-я Давидом Камом. Найти его можно в окрестностях АБУ, локации Укрепление Анакаде.		
2555	468  Отправляйтесь в новую локацию Новуса, там буйный лес и всегда идет дождь. Уничтожьте монстра, который напал на авантюриста с важными документами.		
2556	469  Уничтожьте еще 5 Лазурных Клаанов и проверьте, есть ли в Горах Чудовищ следы авантюриста.		
2557	470  Необходимо проверить разбросанные вещи авантюриста, в частности Дистанционную Карту, Компас и Водный Мотоцикл. Найти их можно в окрестностях Туманной Долины и Дороги Древних. 		
2558	471  Необходимо проверить разбросанные вещи авантюриста, в частности Первую Часть Дневника и Заблокированный Передатчик. Найти их можно в окрестностях Туманной Долины и Дороги Древних.		
2559	472  Вам необходимо добыть Ключ от Передатчика, уничтожая Черных Жаб в Туманной Долине Гор Чудовищ, для разблокировки Передатчика.		
2560	473  Вам необходимо передать Зашифрованную Литографию, добытую из Запертой Сумки и Видео Камеру секретарю J-я Давиду Каму. Найти его можно в окрестностях АБУ, локации Анакаде.		
2561	_		
2562	_		
2563	_		
2564	474  Уничтожьте мутанта Траблера, который зашел в Отроги Вулкана Котел. Уничтожив его, возьмите экземпляр его энергии. Затем отдайте его Кладовщику Тавре.		
2565	475  Заберите у начальника Картелы Джинбака Фляжку. Найти его можно в Беспощадной Топи, локации Застава-213. Затем поговорите с Кладовщиком Таврой в Генштабе.		
