dword	qcode	byte	byte	byte	byte	dword	byte	byte	word	param1	param2	dword	dword	dword	qitid	byte	byte	word	param1	param2	dword	dword	dword	qitid	byte	byte	word	param1	param2	dword	dword	dword	qitid	double	dword	dword	dword	dword	store	byte	byte	word	store	byte	byte	word	store	byte	byte	word	store	byte	byte	word	store	byte	byte	word	store	byte	byte	word	byte	byte	word	dword	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	qcode	END
2046	Q204426	1	42	0	-1	0	3	0	0	11703	-1	2	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	589	1507	-1	-1	-1	-1	2540	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2047	Q204427	1	42	0	-1	0	3	0	0	13A07	-1	1	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	10000000	0	0	0	iwqsa01	1	0	0	iwqsa02	1	0	0	iwqsa03	1	0	0	iwqsa04	1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	3625	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	590	1508	-1	-1	-1	-1	2541	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2048	Q304428	0	42	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2049	Q304429	0	42	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2050	Q304430	0	43	0	-1	0	4	0	0	iyqla65	-1	1	3094	3116	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	591	1511	-1	-1	-1	-1	2544	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2051	Q204431	0	43	0	-1	0	14	0	0	1F1A0	iyqla65	1	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	592	1512	-1	-1	-1	-1	2545	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2052	Q204432	0	43	0	-1	0	4	0	0	iyqla66	-1	1	3094	3116	-1	14	0	0	1F1A0	iyqla66	1	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	593	1513	-1	-1	-1	-1	2546	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2053	Q204433	0	43	0	-1	0	4	0	0	iyqla67	-1	1	3094	3116	-1	14	0	0	1F1A0	iyqla67	1	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	594	1514	-1	-1	-1	-1	2547	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2054	Q204434	0	43	0	-1	0	4	0	0	iyqla68	-1	5	3094	3116	-1	14	0	0	1F1A0	iyqla68	5	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	ipqsa07	5	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	595	1515	-1	-1	-1	-1	2548	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2055	Q204435	1	43	0	-1	0	3	0	0	0CB03	-1	6	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	596	1516	-1	-1	-1	-1	2549	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2056	Q204436	0	43	0	-1	0	4	0	0	iyqla69	-1	1	3094	3116	-1	14	0	0	1F1A0	iyqla69	1	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	10000000	0	0	0	bxbwc50	1	0	0	bxbrc50	1	0	0	bxbfc50	1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	3634	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	597	1517	-1	-1	-1	-1	2550	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2057	Q304437	1	43	0	-1	0	3	0	0	00F0B	-1	5	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	598	1518	-1	-1	-1	-1	2551	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2058	Q204438	0	43	0	-1	0	4	0	0	iyqla64	-1	5	3094	3116	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	599	1519	-1	-1	-1	-1	2552	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2059	Q204439	0	43	0	-1	0	14	0	0	031A2	iyqla64	5	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	4000000	0	0	0	iqcsa53	10	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	3637	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	600	1520	-1	-1	-1	-1	2553	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2060	Q304440	0	44	0	-1	0	1	0	0	071A0	-1	1	3092	3114	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	iyqsa27	1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	601	1521	-1	-1	-1	-1	2554	-1	-1	-1	-1	3	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2061	Q204441	1	44	0	-1	0	3	0	0	0C913	-1	1	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	602	1522	-1	-1	-1	-1	2555	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2062	Q204442	1	44	0	-1	0	3	0	0	0C913	-1	5	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	603	1523	-1	-1	-1	-1	2556	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2063	Q204443	0	44	0	-1	0	17	0	0	1F1A1	-1	1	3113	3135	-1	17	0	0	1F1A2	-1	1	3113	3135	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	604	1524	-1	-1	-1	-1	2557	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2064	Q204444	0	44	0	-1	0	17	0	0	1F1A3	-1	1	3113	3135	-1	17	0	0	1F1A4	-1	1	3113	3135	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	605	1525	-1	-1	-1	-1	2558	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2065	Q204445	0	44	0	-1	0	4	0	0	iyqla70	-1	1	3094	3116	-1	17	0	0	1F1A4	-1	1	3113	3135	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	iyqsa28	1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	606	1526	-1	-1	-1	-1	2559	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2066	Q204446	0	44	0	-1	0	14	0	0	071A0	iyqsa28	1	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	5000000	0	0	0	ipbae01	50	0	0	ipbde01	50	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	3644	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	607	1527	-1	-1	-1	-1	2560	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2067	Q204447	0	44	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2068	Q204448	0	44	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2069	Q204449	0	44	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2070	Q304450	0	45	0	-1	0	4	0	0	iyqla73	-1	1	3094	3116	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	608	1531	-1	-1	-1	-1	2564	-1	-1	-1	-1	5	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2071	Q204451	0	45	0	-1	0	4	0	0	iyqla72	-1	1	3094	3116	-1	14	0	0	03050	iyqla72	1	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	609	1532	-1	-1	-1	-1	2565	-1	-1	-1	-1	5	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2072	Q204452	1	45	0	-1	0	3	0	0	00903	-1	5	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	610	1533	-1	-1	-1	-1	2566	-1	-1	-1	-1	5	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2073	Q204453	0	45	0	-1	0	4	0	0	iyhmr01	-1	5	3094	3116	-1	14	0	0	03050	iyhmr01	5	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	611	1534	-1	-1	-1	-1	2567	-1	-1	-1	-1	5	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2074	Q204454	1	45	0	-1	0	3	0	0	00E13	-1	1	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	612	1535	-1	-1	-1	-1	2568	-1	-1	-1	-1	5	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2075	Q204455	0	45	0	-1	0	4	0	0	iyqla83	-1	1	3094	3116	-1	14	0	0	03050	iyqla83	1	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	5000000	0	0	0	irchm30	1	0	0	irchm31	1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	3653	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	613	1536	-1	-1	-1	-1	2569	-1	-1	-1	-1	5	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2076	Q204456	0	45	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2077	Q204457	0	45	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2078	Q204458	0	45	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2079	Q204459	0	45	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2080	Q304460	1	46	0	-1	0	3	0	0	14E13	-1	1	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	614	1541	-1	-1	-1	-1	2574	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2081	Q204461	0	46	0	-1	0	4	0	0	iyqla84	-1	1	3094	3116	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	615	1542	-1	-1	-1	-1	2575	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2082	Q204462	0	46	0	-1	0	4	0	0	iyqla74	-1	1	3094	3116	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	616	1543	-1	-1	-1	-1	2576	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2083	Q204463	0	46	0	-1	0	4	0	0	iyqla75	-1	1	3094	3116	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	617	1544	-1	-1	-1	-1	2577	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2084	Q204464	0	46	0	-1	0	4	0	0	iyqla85	-1	1	3094	3116	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	618	1545	-1	-1	-1	-1	2578	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2085	Q204465	0	46	0	-1	0	14	0	0	031A2	iyqla85	1	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	7500000	0	0	0	iqcsa54	10	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	3663	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	619	1546	-1	-1	-1	-1	2579	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2086	Q304466	0	46	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
