clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	byte	byte	byte	byte	float	dword	bttype	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	xeh	dword	effbttype	dword	END
ibcsa99	Керамический Усовершенствованный Энергоэлемент	A20430	16	11111	11	0	0	50	0	0	0	0	50	1	1	1	1	359	1	1	0	-1	-1	0	0	0	1,350000024	10000	CD	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsb00	Огненный Усовершенствованный Энергоэлемент	A20431	88	11111	11	0	0	50	0	0	0	0	50	1	1	1	1	360	1	1	0	-1	0	0	0	0	1,25	10000	CD	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsb01	Ледяной Усовершенствованный Энергоэлемент	A20432	89	11111	11	0	0	50	0	0	0	0	50	1	1	1	1	361	1	1	0	-1	1	0	0	0	1,25	10000	CD	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsb02	Ядовитый Усовершенствованный Энергоэлемент	A20433	90	11111	11	0	0	50	0	0	0	0	50	1	1	1	1	362	1	1	0	-1	2	0	0	0	1,25	10000	CD	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsb03	Минеральный Усовершенствованный Энергоэлемент	A20434	91	11111	11	0	0	50	0	0	0	0	50	1	1	1	1	363	1	1	0	-1	3	0	0	0	1,25	10000	CD	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsb04	Керамический Коробчатый Магазин	A203B6	23	11111	11	0	0	50	0	0	0	0	50	1	1	1	1	364	1	1	0	-1	-1	0	0	0	1,299999952	10000	FG	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsb05	Огненный Коробчатый Магазин	A203B7	92	11111	11	0	0	50	0	0	0	0	50	1	1	1	1	365	1	1	0	-1	0	0	0	0	1,149999976	10000	FG	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsb06	Ледяной Коробчатый Магазин	A203B8	93	11111	11	0	0	50	0	0	0	0	50	1	1	1	1	366	1	1	0	-1	1	0	0	0	1,149999976	10000	FG	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsb07	Ядовитый Коробчатый Магазин	A203B9	94	11111	11	0	0	50	0	0	0	0	50	1	1	1	1	367	1	1	0	-1	2	0	0	0	1,149999976	10000	FG	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsb08	Минеральный Коробчатый Магазин	A203BA	95	11111	11	0	0	50	0	0	0	0	50	1	1	1	1	368	1	1	0	-1	3	0	0	0	1,149999976	10000	FG	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibint01	Улучшеная Лучеваой Боеприпас	A2040F	16	11111	11	0	0	500	0	0	0	0	50	1	1	1	1	369	1	0	0	-1	-1	0	0	0	1,399999976	500	CD	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibint02	Улучшенный Магазин Разрывных Потрон	A203A6	49	11111	11	0	0	500	0	0	0	0	50	1	1	1	1	370	1	0	0	-1	-1	0	0	0	1,399999976	500	FG	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibint03	Улучшенный Магазин Керамических Ракет	420393	32	00001	11	0	0	500	0	0	0	0	50	1	1	1	1	371	1	0	0	-1	-1	0	0	0	1,299999952	500	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibint04	Улучшеное Жидкое Топливо	420392	31	00001	11	0	0	500	0	0	0	0	50	1	1	1	1	372	1	0	0	-1	-1	0	0	0	1,299999952	500	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsb09	Легкая Кислотная Граната 	420396	128	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	373	1	1	0	-1	-1	0	0	0	1	5000	LMNO	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	
ibcsb10	Легкая Вакуумная Граната 	420397	129	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	374	1	1	0	-1	-1	0	0	0	1	5000	LMNO	0	0	0	0	0	0	0	0	0	0	0	2	0	-1	0	
ibcsb11	Легкая Дымовая Граната 	420398	130	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	375	1	1	0	-1	-1	0	0	0	1	5000	LMNO	0	0	0	0	0	0	0	0	0	0	0	3	0	-1	0	
ibcsb12	Легкая Шоковая Граната 	420399	131	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	376	1	1	0	-1	-1	0	0	0	1	5000	LMNO	0	0	0	0	0	0	0	0	0	0	0	4	0	-1	0	
ibcsb13	Легкая Ментальная Граната 	42039A	132	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	377	1	1	0	-1	-1	0	0	0	1	5000	MNO	0	0	0	0	0	0	0	0	0	0	0	5	0	-1	0	
ibcsb14	Легкая Оглушающая Граната 	42039B	133	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	378	1	1	0	-1	-1	0	0	0	1	5000	MNO	0	0	0	0	0	0	0	0	0	0	0	6	0	-1	0	
ibcsb15	Легкая Разъедающая Граната 	42039C	134	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	379	1	1	0	-1	-1	0	0	0	1	5000	MNO	0	0	0	0	0	0	0	0	0	0	0	7	0	-1	0	
ibcsb16	Легкая Ослабляющая Граната 	42039D	135	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	380	1	1	0	-1	-1	0	0	0	1	5000	MNO	0	0	0	0	0	0	0	0	0	0	0	8	0	-1	0	
ibcsb17	Легкая Паралитическая Граната 	42039E	136	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	381	1	1	0	-1	-1	0	0	0	1	5000	NO	0	0	0	0	0	0	0	0	0	0	0	9	0	-1	0	
ibcsb18	Легкая Стихийная Граната 	42039F	137	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	382	1	1	0	-1	-1	0	0	0	1	5000	NO	0	0	0	0	0	0	0	0	0	0	0	A	0	-1	0	
ibcsb19	Легкая Антимагическая Граната 	4203A0	138	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	383	1	1	0	-1	-1	0	0	0	1	5000	NO	0	0	0	0	0	0	0	0	0	0	0	B	0	-1	0	
ibcsb20	Легкая Волновая Граната 	4203A1	139	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	384	1	1	0	-1	-1	0	0	0	1	5000	NO	0	0	0	0	0	0	0	0	0	0	0	C	0	-1	0	
ibcsb21	Легкая Ослепляющая Граната 	4203A2	140	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	385	1	1	0	-1	-1	0	0	0	1	5000	O	0	0	0	0	0	0	0	0	0	0	0	D	0	-1	0	
ibcsb22	Легкая Паутинная Граната 	4203A3	141	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	386	1	1	0	-1	-1	0	0	0	1	5000	O	0	0	0	0	0	0	0	0	0	0	0	E	0	-1	0	
ibcsb23	Легкая Вирусная Граната 	4203A4	142	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	387	1	1	0	-1	-1	0	0	0	1	5000	O	0	0	0	0	0	0	0	0	0	0	0	F	0	-1	0	
ibcsb24	Легкая Псионическая Граната 	4203A5	143	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	388	1	1	0	-1	-1	0	0	0	1	5000	O	0	0	0	0	0	0	0	0	0	0	0	10	0	-1	0	
ibcsb25	Легкая Очищающая Гранта 	A203B3	144	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	389	1	1	0	-1	-1	0	0	0	1	5000	LMNO	0	0	0	0	0	0	0	0	0	0	0	13	0	-1	0	
ibcsb26	Легкая Восстанавливающая Граната 	A203B3	145	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	390	1	1	0	-1	-1	0	0	0	1	5000	MNO	0	0	0	0	0	0	0	0	0	0	0	14	0	-1	0	
ibgld01	Обойма Доп. Зарядов [2% 	A203B6	96	11111	11	6	0	0	0	100	0	0	0	0	0	0	1	391	1	0	0	-1	-1	0	0	0	1,019999981	300	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	D	0	
ibgld02	Обойма Доп. Зарядов [3% 	A203B7	96	11111	11	6	0	0	0	200	0	0	0	0	0	0	1	392	1	0	0	-1	-1	0	0	0	1,029999971	300	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	D	0	
ibgld03	Обойма Доп. Зарядов [4% 	A203B8	96	11111	11	6	0	0	0	300	0	0	0	0	0	0	1	393	1	0	0	-1	-1	0	0	0	1,039999962	300	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	D	0	
ibgld04	Обойма Доп. Зарядов [5% 	A203B9	96	11111	11	6	0	0	0	400	0	0	0	0	0	0	1	394	1	0	0	-1	-1	0	0	0	1,049999952	300	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	D	0	
