clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	dword	END
iypco16	Купон_-_Микстура_Охоты_C_	A30237	1122	11000	20	0	0	1	0	0	0	0	1	0	1	0	1	1553	1	1	0	0	0	
iypco17	Купон_-_Зелье_Охоты_C_	A30237	1123	00110	20	0	0	1	0	0	0	0	1	0	1	0	1	1554	1	1	0	0	0	
iypco18	Купон_-_Восстановитель_Охоты_C_	A30237	1124	00001	20	0	0	1	0	0	0	0	1	0	1	0	1	1555	1	1	0	0	0	
iypco19	Купон_-_Микстура_Атаки_A_	A30237	1125	11000	20	0	0	1	0	0	0	0	1	0	1	0	1	1556	1	1	0	0	0	
iypco20	Купон_-_Зелье_Атаки_A_	A30237	1126	00110	20	0	0	1	0	0	0	0	1	0	1	0	1	1557	1	1	0	0	0	
iypco21	Купон_-_Восстановитель_Атаки_A_	A30237	1127	00001	20	0	0	1	0	0	0	0	1	0	1	0	1	1558	1	1	0	0	0	
iypco22	Купон_-_Микстура_Атаки_B_	A30237	1125	11000	20	0	0	1	0	0	0	0	1	0	1	0	1	1559	1	1	0	0	0	
iypco23	Купон_-_Зелье_Атаки_B_	A30237	1126	00110	20	0	0	1	0	0	0	0	1	0	1	0	1	1560	1	1	0	0	0	
iypco24	Купон_-_Восстановитель_Атаки_B_	A30237	1127	00001	20	0	0	1	0	0	0	0	1	0	1	0	1	1561	1	1	0	0	0	
iypco25	Купон_-_Микстура_Атаки_C_	A30237	1125	11000	20	0	0	1	0	0	0	0	1	0	1	0	1	1562	1	1	0	0	0	
iypco26	Купон_-_Зелье_Атаки_C_	A30237	1126	00110	20	0	0	1	0	0	0	0	1	0	1	0	1	1563	1	1	0	0	0	
iypco27	Купон_-_Восстановитель_Атаки_C_	A30237	1127	00001	20	0	0	1	0	0	0	0	1	0	1	0	1	1564	1	1	0	0	0	
iypco28	Купон_-_Микстура_Атаки_D_	A30237	1125	11000	20	0	0	1	0	0	0	0	1	0	1	0	1	1565	1	1	0	0	0	
iypco29	Купон_-_Зелье_Атаки_D_	A30237	1126	00110	20	0	0	1	0	0	0	0	1	0	1	0	1	1566	1	1	0	0	0	
iypco30	Купон_-_Восстановитель_Атаки_D_	A30237	1127	00001	20	0	0	1	0	0	0	0	1	0	1	0	1	1567	1	1	0	0	0	
iypco31	Купон_-_Микстура_Атаки_E_	A30237	1125	11000	20	0	0	1	0	0	0	0	1	0	1	0	1	1568	1	1	0	0	0	
iypco32	Купон_-_Зелье_Атаки_E_	A30237	1126	00110	20	0	0	1	0	0	0	0	1	0	1	0	1	1569	1	1	0	0	0	
iypco33	Купон_-_Восстановитель_Атаки_E_	A30237	1127	00001	20	0	0	1	0	0	0	0	1	0	1	0	1	1570	1	1	0	0	0	
iypco34	Купон_-_Микстура_Атаки_F_	A30237	1125	11000	20	0	0	1	0	0	0	0	1	0	1	0	1	1571	1	1	0	0	0	
iypco35	Купон_-_Зелье_Атаки_F_	A30237	1126	00110	20	0	0	1	0	0	0	0	1	0	1	0	1	1572	1	1	0	0	0	
iypco36	Купон_-_Восстановитель_Атаки_F_	A30237	1127	00001	20	0	0	1	0	0	0	0	1	0	1	0	1	1573	1	1	0	0	0	
iyspu01	Прочный Модификатор Покровительства Брони [Тип-SP 1~4	A30237	1128	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1574	1	1	0	0	0	
iyspu02	Прочный Модификатор Покровительства Брони [Тип-SP 1~5	A30237	1129	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1575	1	1	0	0	0	
iyspu03	Прочный Модификатор Покровительства Брони [Тип-SP 2~4	A30237	1130	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1576	1	1	0	0	0	
iyspu04	Прочный Модификатор Покровительства Брони [Тип-SP 2~5	A30237	1131	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1577	1	1	0	0	0	
iyspu05	Прочный Модификатор Покровительства Брони [Тип-SP 2~6	A30237	1132	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1578	1	1	0	0	0	
iyspu06	Прочный Модификатор Покровительства Брони [Тип-SP 3~4	A30237	1133	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1579	1	1	0	0	0	
iyspu07	Прочный Модификатор Покровительства Брони [Тип-SP 3~5	A30237	1134	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1580	1	1	0	0	0	
iyspu08	Прочный Модификатор Покровительства Брони [Тип-SP 3~6	A30237	1135	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1581	1	1	0	0	0	
iyspu09	Прочный Модификатор Покровительства Брони [Тип-SP 3~7	A30237	1136	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1582	1	1	0	0	0	
iyspu10	Прочный Модификатор Покровительства Брони [Тип-SP 4~5	A30237	1137	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1583	1	1	0	0	0	
iyspu11	Прочный Модификатор Покровительства Брони [Тип-SP 4~6	A30237	1138	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1584	1	1	0	0	0	
iyspu12	Прочный Модификатор Покровительства Брони [Тип-SP 4~7	A30237	1139	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1585	1	1	0	0	0	
iyspu13	Прочный Модификатор Покровительства Брони [Тип-SP 5~6	A30237	1140	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1586	1	1	0	0	0	
iyspu14	Прочный Модификатор Покровительства Брони [Тип-SP 5~7	A30237	1141	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1587	1	1	0	0	0	
iyspu15	Прочный Модификатор Покровительства Брони [Тип-SP 6~7	A30237	1142	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1588	1	1	0	0	0	
iysps01	Модификатор_Слотов_Щитов_[Тип-SP	A30237	1062	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1589	1	1	0	0	0	
iyspa01	Модификатор_Слотов_Брони_[Тип-SP	A30237	542	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1590	1	1	0	0	0	
iyglw01	Купон - Золотое Оружие [Лук 	A30237	608	11111	20	6	0	1	0	8000	0	0	1	0	0	0	1	1591	1	0	0	0	0	
iyglw02	Купон - Золотое Оружие [Копье 	A30237	608	11111	20	6	0	1	0	8000	0	0	1	0	0	0	1	1592	1	0	0	0	0	
iyglw03	Купон - Золотое Оружие [ПУ 	A30237	608	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1593	1	0	0	0	0	
iyglw04	Купон - Золотое Оружие [Посох 	A30237	608	11110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1594	1	0	0	0	0	
iyglw05	Купон - Золотое Оружие [Меч 	A30237	608	11111	20	6	0	1	0	8000	0	0	1	0	0	0	1	1595	1	0	0	0	0	
iyglw06	Купон - Золотое Оружие [Ружье 	A30237	608	11111	20	6	0	1	0	8000	0	0	1	0	0	0	1	1596	1	0	0	0	0	
iyglw07	Купон - Золотое Оружие [Лук  - 5 Невежества	A30237	608	11111	20	6	0	1	0	16000	0	0	1	0	0	0	1	1597	1	0	0	0	0	
iyglw08	Купон - Золотое Оружие [Копье  - 5 Невежества	A30237	608	11111	20	6	0	1	0	16000	0	0	1	0	0	0	1	1598	1	0	0	0	0	
iyglw09	Купон - Золотое Оружие [ПУ  - 5 Невежества	A30237	608	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1599	1	0	0	0	0	
iyglw10	Купон - Золотое Оружие [Посох  - 5 Невежества	A30237	608	11110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1600	1	0	0	0	0	
iyglw11	Купон - Золотое Оружие [Меч  - 5 Невежества	A30237	608	11111	20	6	0	1	0	16000	0	0	1	0	0	0	1	1601	1	0	0	0	0	
iyglw12	Купон - Золотое Оружие [Ружье  - 5 Невежества	A30237	608	11111	20	6	0	1	0	16000	0	0	1	0	0	0	1	1602	1	0	0	0	0	
iyglw13	Купон - Золотое Оружие [Лук  - 6 Невежества	A30237	608	11111	20	6	0	1	0	80000	0	0	1	0	0	0	1	1603	1	0	0	0	0	
iyglw14	Купон - Золотое Оружие [Копье  - 6 Невежества	A30237	608	11111	20	6	0	1	0	80000	0	0	1	0	0	0	1	1604	1	0	0	0	0	
iyglw15	Купон - Золотое Оружие [ПУ  - 6 Невежества	A30237	608	00001	20	6	0	1	0	80000	0	0	1	0	0	0	1	1605	1	0	0	0	0	
iyglw16	Купон - Золотое Оружие [Посох  - 6 Невежества	A30237	608	11110	20	6	0	1	0	80000	0	0	1	0	0	0	1	1606	1	0	0	0	0	
iyglw17	Купон - Золотое Оружие [Меч  - 6 Невежества	A30237	608	11111	20	6	0	1	0	80000	0	0	1	0	0	0	1	1607	1	0	0	0	0	
iyglw18	Купон - Золотое Оружие [Ружье  - 6 Невежества	A30237	608	11111	20	6	0	1	0	80000	0	0	1	0	0	0	1	1608	1	0	0	0	0	
iyglw19	Купон - Золотое Оружие [Лук  - 7 Невежества	A30237	608	11111	20	6	0	1	0	240000	0	0	1	0	0	0	1	1609	1	0	0	0	0	
iyglw20	Купон - Золотое Оружие [Копье  - 7 Невежества	A30237	608	11111	20	6	0	1	0	240000	0	0	1	0	0	0	1	1610	1	0	0	0	0	
iyglw21	Купон - Золотое Оружие [ПУ  - 7 Невежества	A30237	608	00001	20	6	0	1	0	240000	0	0	1	0	0	0	1	1611	1	0	0	0	0	
iyglw22	Купон - Золотое Оружие [Посох  - 7 Невежества	A30237	608	11110	20	6	0	1	0	240000	0	0	1	0	0	0	1	1612	1	0	0	0	0	
iyglw23	Купон - Золотое Оружие [Меч  - 7 Невежества	A30237	608	11111	20	6	0	1	0	240000	0	0	1	0	0	0	1	1613	1	0	0	0	0	
iyglw24	Купон - Золотое Оружие [Ружье  - 7 Невежества	A30237	608	11111	20	6	0	1	0	240000	0	0	1	0	0	0	1	1614	1	0	0	0	0	
iyglb01	Купон - Золотая Броня [Голова - Воин  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1615	1	0	0	0	0	
iyglb02	Купон - Золотая Броня [Голова - Стрелок  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1616	1	0	0	0	0	
iyglb03	Купон - Золотая Броня [Голова - Маг  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1617	1	0	0	0	0	
iyglc01	Купон - Золотая Броня [Голова - Воин  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1618	1	0	0	0	0	
iyglc02	Купон - Золотая Броня [Голова - Стрелок  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1619	1	0	0	0	0	
iyglc03	Купон - Золотая Броня [Голова - Маг  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1620	1	0	0	0	0	
iygla01	Купон - Золотая Броня [Голова - Воин  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1621	1	0	0	0	0	
iygla02	Купон - Золотая Броня [Голова - Стрелок  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1622	1	0	0	0	0	
iygla03	Купон - Золотая Броня [Голова - Ракетчик  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1623	1	0	0	0	0	
iyglb04	Купон - Золотая Броня [Торс - Воин  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1624	1	0	0	0	0	
iyglb05	Купон - Золотая Броня [Торс - Стрелок  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1625	1	0	0	0	0	
iyglb06	Купон - Золотая Броня [Торс - Маг  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1626	1	0	0	0	0	
iyglc04	Купон - Золотая Броня [Торс - Воин  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1627	1	0	0	0	0	
iyglc05	Купон - Золотая Броня [Торс - Стрелок  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1628	1	0	0	0	0	
iyglc06	Купон - Золотая Броня [Торс - Маг  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1629	1	0	0	0	0	
iygla04	Купон - Золотая Броня [Торс - Воин  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1630	1	0	0	0	0	
iygla05	Купон - Золотая Броня [Торс - Стрелок  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1631	1	0	0	0	0	
iygla06	Купон - Золотая Броня [Торс - Ракетчик  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1632	1	0	0	0	0	
iyglb07	Купон - Золотая Броня [Бедра - Воин  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1633	1	0	0	0	0	
iyglb08	Купон - Золотая Броня [Бедра - Стрелок  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1634	1	0	0	0	0	
iyglb09	Купон - Золотая Броня [Бедра - Маг  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1635	1	0	0	0	0	
iyglc07	Купон - Золотая Броня [Бедра - Воин  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1636	1	0	0	0	0	
iyglc08	Купон - Золотая Броня [Бедра - Стрелок  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1637	1	0	0	0	0	
iyglc09	Купон - Золотая Броня [Бедра - Маг  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1638	1	0	0	0	0	
iygla07	Купон - Золотая Броня [Бедра - Воин  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1639	1	0	0	0	0	
iygla08	Купон - Золотая Броня [Бедра - Стрелок  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1640	1	0	0	0	0	
iygla09	Купон - Золотая Броня [Бедра - Ракетчик  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1641	1	0	0	0	0	
iyglb10	Купон - Золотая Броня [Руки - Воин  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1642	1	0	0	0	0	
iyglb11	Купон - Золотая Броня [Руки - Стрелок  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1643	1	0	0	0	0	
iyglb12	Купон - Золотая Броня [Руки - Маг  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1644	1	0	0	0	0	
iyglc10	Купон - Золотая Броня [Руки - Воин  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1645	1	0	0	0	0	
iyglc11	Купон - Золотая Броня [Руки - Стрелок  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1646	1	0	0	0	0	
iyglc12	Купон - Золотая Броня [Руки - Маг  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1647	1	0	0	0	0	
iygla10	Купон - Золотая Броня [Руки - Воин  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1648	1	0	0	0	0	
iygla11	Купон - Золотая Броня [Руки - Стрелок  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1649	1	0	0	0	0	
iygla12	Купон - Золотая Броня [Руки - Ракетчик  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1650	1	0	0	0	0	
iyglb13	Купон - Золотая Броня [Ноги - Воин  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1651	1	0	0	0	0	
iyglb14	Купон - Золотая Броня [Ноги - Стрелок  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1652	1	0	0	0	0	
iyglb15	Купон - Золотая Броня [Ноги - Маг  	A30237	609	11000	20	6	0	1	0	8000	0	0	1	0	0	0	1	1653	1	0	0	0	0	
iyglc13	Купон - Золотая Броня [Ноги - Воин  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1654	1	0	0	0	0	
iyglc14	Купон - Золотая Броня [Ноги - Стрелок  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1655	1	0	0	0	0	
iyglc15	Купон - Золотая Броня [Ноги - Маг  	A30237	609	00110	20	6	0	1	0	8000	0	0	1	0	0	0	1	1656	1	0	0	0	0	
iygla13	Купон - Золотая Броня [Ноги - Воин  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1657	1	0	0	0	0	
iygla14	Купон - Золотая Броня [Ноги - Стрелок  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1658	1	0	0	0	0	
iygla15	Купон - Золотая Броня [Ноги - Ракетчик  	A30237	609	00001	20	6	0	1	0	8000	0	0	1	0	0	0	1	1659	1	0	0	0	0	
iyglb16	Купон - Золотая Броня [Голова - Воин  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1660	1	0	0	0	0	
iyglb17	Купон - Золотая Броня [Голова - Стрелок  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1661	1	0	0	0	0	
iyglb18	Купон - Золотая Броня [Голова - Маг  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1662	1	0	0	0	0	
iyglc16	Купон - Золотая Броня [Голова - Воин  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1663	1	0	0	0	0	
iyglc17	Купон - Золотая Броня [Голова - Стрелок  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1664	1	0	0	0	0	
iyglc18	Купон - Золотая Броня [Голова - Маг  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1665	1	0	0	0	0	
iygla16	Купон - Золотая Броня [Голова - Воин  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1666	1	0	0	0	0	
iygla17	Купон - Золотая Броня [Голова - Стрелок  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1667	1	0	0	0	0	
iygla18	Купон - Золотая Броня [Голова - Ракетчик  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1668	1	0	0	0	0	
iyglb19	Купон - Золотая Броня [Торс - Воин  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1669	1	0	0	0	0	
iyglb20	Купон - Золотая Броня [Торс - Стрелок  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1670	1	0	0	0	0	
iyglb21	Купон - Золотая Броня [Торс - Маг  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1671	1	0	0	0	0	
iyglc19	Купон - Золотая Броня [Торс - Воин  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1672	1	0	0	0	0	
iyglc20	Купон - Золотая Броня [Торс - Стрелок  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1673	1	0	0	0	0	
iyglc21	Купон - Золотая Броня [Торс - Маг  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1674	1	0	0	0	0	
iygla19	Купон - Золотая Броня [Торс - Воин  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1675	1	0	0	0	0	
iygla20	Купон - Золотая Броня [Торс - Стрелок  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1676	1	0	0	0	0	
iygla21	Купон - Золотая Броня [Торс - Ракетчик  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1677	1	0	0	0	0	
iyglb22	Купон - Золотая Броня [Бедра - Воин  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1678	1	0	0	0	0	
iyglb23	Купон - Золотая Броня [Бедра - Стрелок  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1679	1	0	0	0	0	
iyglb24	Купон - Золотая Броня [Бедра - Маг  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1680	1	0	0	0	0	
iyglc22	Купон - Золотая Броня [Бедра - Воин  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1681	1	0	0	0	0	
iyglc23	Купон - Золотая Броня [Бедра - Стрелок  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1682	1	0	0	0	0	
iyglc24	Купон - Золотая Броня [Бедра - Маг  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1683	1	0	0	0	0	
iygla22	Купон - Золотая Броня [Бедра - Воин  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1684	1	0	0	0	0	
iygla23	Купон - Золотая Броня [Бедра - Стрелок  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1685	1	0	0	0	0	
iygla24	Купон - Золотая Броня [Бедра - Ракетчик  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1686	1	0	0	0	0	
iyglb25	Купон - Золотая Броня [Руки - Воин  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1687	1	0	0	0	0	
iyglb26	Купон - Золотая Броня [Руки - Стрелок  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1688	1	0	0	0	0	
iyglb27	Купон - Золотая Броня [Руки - Маг  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1689	1	0	0	0	0	
iyglc25	Купон - Золотая Броня [Руки - Воин  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1690	1	0	0	0	0	
iyglc26	Купон - Золотая Броня [Руки - Стрелок  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1691	1	0	0	0	0	
iyglc27	Купон - Золотая Броня [Руки - Маг  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1692	1	0	0	0	0	
iygla25	Купон - Золотая Броня [Руки - Воин  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1693	1	0	0	0	0	
iygla26	Купон - Золотая Броня [Руки - Стрелок  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1694	1	0	0	0	0	
iygla27	Купон - Золотая Броня [Руки - Ракетчик  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1695	1	0	0	0	0	
iyglb28	Купон - Золотая Броня [Ноги - Воин  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1696	1	0	0	0	0	
iyglb29	Купон - Золотая Броня [Ноги - Стрелок  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1697	1	0	0	0	0	
iyglb30	Купон - Золотая Броня [Ноги - Маг  - 5 Покровительства 	A30237	609	11000	20	6	0	1	0	16000	0	0	1	0	0	0	1	1698	1	0	0	0	0	
iyglc28	Купон - Золотая Броня [Ноги - Воин  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1699	1	0	0	0	0	
iyglc29	Купон - Золотая Броня [Ноги - Стрелок  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1700	1	0	0	0	0	
iyglc30	Купон - Золотая Броня [Ноги - Маг  - 5 Покровительства 	A30237	609	00110	20	6	0	1	0	16000	0	0	1	0	0	0	1	1701	1	0	0	0	0	
iygla28	Купон - Золотая Броня [Ноги - Воин  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1702	1	0	0	0	0	
iygla29	Купон - Золотая Броня [Ноги - Стрелок  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1703	1	0	0	0	0	
iygla30	Купон - Золотая Броня [Ноги - Ракетчик  - 5 Покровительства 	A30237	609	00001	20	6	0	1	0	16000	0	0	1	0	0	0	1	1704	1	0	0	0	0	
iyglb31	Купон - Золотая Броня [Голова - Воин  - 6 Покровительства 	A30237	609	11000	20	6	0	1	0	80000	0	0	1	0	0	0	1	1705	1	0	0	0	0	
iyglb32	Купон - Золотая Броня [Голова - Стрелок  - 6 Покровительства 	A30237	609	11000	20	6	0	1	0	80000	0	0	1	0	0	0	1	1706	1	0	0	0	0	
iyglb33	Купон - Золотая Броня [Голова - Маг  - 6 Покровительства 	A30237	609	11000	20	6	0	1	0	80000	0	0	1	0	0	0	1	1707	1	0	0	0	0	
iyglc31	Купон - Золотая Броня [Голова - Воин  - 6 Покровительства 	A30237	609	00110	20	6	0	1	0	80000	0	0	1	0	0	0	1	1708	1	0	0	0	0	
iyglc32	Купон - Золотая Броня [Голова - Стрелок  - 6 Покровительства 	A30237	609	00110	20	6	0	1	0	80000	0	0	1	0	0	0	1	1709	1	0	0	0	0	
iyglc33	Купон - Золотая Броня [Голова - Маг  - 6 Покровительства 	A30237	609	00110	20	6	0	1	0	80000	0	0	1	0	0	0	1	1710	1	0	0	0	0	
iygla31	Купон - Золотая Броня [Голова - Воин  - 6 Покровительства 	A30237	609	00001	20	6	0	1	0	80000	0	0	1	0	0	0	1	1711	1	0	0	0	0	
iygla32	Купон - Золотая Броня [Голова - Стрелок  - 6 Покровительства 	A30237	609	00001	20	6	0	1	0	80000	0	0	1	0	0	0	1	1712	1	0	0	0	0	
iygla33	Купон - Золотая Броня [Голова - Ракетчик  - 6 Покровительства 	A30237	609	00001	20	6	0	1	0	80000	0	0	1	0	0	0	1	1713	1	0	0	0	0	
iyglb34	Купон - Золотая Броня [Торс - Воин  - 6 Покровительства 	A30237	609	11000	20	6	0	1	0	80000	0	0	1	0	0	0	1	1714	1	0	0	0	0	
iyglb35	Купон - Золотая Броня [Торс - Стрелок  - 6 Покровительства 	A30237	609	11000	20	6	0	1	0	80000	0	0	1	0	0	0	1	1715	1	0	0	0	0	
iyglb36	Купон - Золотая Броня [Торс - Маг  - 6 Покровительства 	A30237	609	11000	20	6	0	1	0	80000	0	0	1	0	0	0	1	1716	1	0	0	0	0	
iyglc34	Купон - Золотая Броня [Торс - Воин  - 6 Покровительства 	A30237	609	00110	20	6	0	1	0	80000	0	0	1	0	0	0	1	1717	1	0	0	0	0	
iyglc35	Купон - Золотая Броня [Торс - Стрелок  - 6 Покровительства 	A30237	609	00110	20	6	0	1	0	80000	0	0	1	0	0	0	1	1718	1	0	0	0	0	
iyglc36	Купон - Золотая Броня [Торс - Маг  - 6 Покровительства 	A30237	609	00110	20	6	0	1	0	80000	0	0	1	0	0	0	1	1719	1	0	0	0	0	
iygla34	Купон - Золотая Броня [Торс - Воин  - 6 Покровительства 	A30237	609	00001	20	6	0	1	0	80000	0	0	1	0	0	0	1	1720	1	0	0	0	0	
iygla35	Купон - Золотая Броня [Торс - Стрелок  - 6 Покровительства 	A30237	609	00001	20	6	0	1	0	80000	0	0	1	0	0	0	1	1721	1	0	0	0	0	
