string[64]	dword	string[64]	dword	string[64]	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	END
iyaup17	1	A30237	1114	Модификатор Стихийных Могильных Серег H1~5 3	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiyaup17	1	0	
iyaup18	1	A30237	1115	Модификатор Стихийных Могильных Серег H1~5 4	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiyaup18	1	0	
iyaup19	1	A30237	1116	Модификатор Стихийных Могильных Серег H1~5 5	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiyaup19	1	0	
iyaup20	1	A30237	1110	Модификатор Стихийной Силовой Гарнитуры H1~5	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyaup20	1	0	
iyaup21	1	A30237	1112	Модификатор Стихийной Отражающей Гарнитуры H1~5 1	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyaup21	1	0	
iyaup22	1	A30237	1113	Модификатор Стихийной Отражающей Гарнитуры H1~5 2	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyaup22	1	0	
iyaup23	1	A30237	1114	Модификатор Стихийной Отражающей Гарнитуры H1~5 3	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyaup23	1	0	
iyaup24	1	A30237	1115	Модификатор Стихийной Отражающей Гарнитуры H1~5 4	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyaup24	1	0	
iyaup25	1	A30237	1116	Модификатор Стихийной Отражающей Гарнитуры H1~5 5	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyaup25	1	0	
iyaup26	1	A30237	1112	Модификатор Стихийной Пластичной Гарнитуры H1~5 1	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyaup26	1	0	
iyaup27	1	A30237	1113	Модификатор Стихийной Пластичной Гарнитуры H1~5 2	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyaup27	1	0	
iyaup28	1	A30237	1114	Модификатор Стихийной Пластичной Гарнитуры H1~5 3	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyaup28	1	0	
iyaup29	1	A30237	1115	Модификатор Стихийной Пластичной Гарнитуры H1~5 4	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyaup29	1	0	
iyaup30	1	A30237	1116	Модификатор Стихийной Пластичной Гарнитуры H1~5 5	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyaup30	1	0	
iyrup01	1	A30237	1112	Модификатор Стихийного Шпинг Кольца H1~5 1	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup01	1	0	
iyrup02	1	A30237	1113	Модификатор Стихийного Шпинг Кольца H1~5 2	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup02	1	0	
iyrup03	1	A30237	1114	Модификатор Стихийного Шпинг Кольца H1~5 3	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup03	1	0	
iyrup04	1	A30237	1115	Модификатор Стихийного Шпинг Кольца H1~5 4	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup04	1	0	
iyrup05	1	A30237	1116	Модификатор Стихийного Шпинг Кольца H1~5 5	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup05	1	0	
iyrup06	1	A30237	1112	Модификатор Стихийного Смертельного Кольца H1~5 1	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup06	1	0	
iyrup07	1	A30237	1113	Модификатор Стихийного Смертельного Кольца H1~5 2	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup07	1	0	
iyrup08	1	A30237	1114	Модификатор Стихийного Смертельного Кольца H1~5 3	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup08	1	0	
iyrup09	1	A30237	1115	Модификатор Стихийного Смертельного Кольца H1~5 4	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup09	1	0	
iyrup10	1	A30237	1116	Модификатор Стихийного Смертельного Кольца H1~5 5	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup10	1	0	
iyrup11	1	A30237	1112	Модификатор Стихийного Оберегающего Кольца H1~5 1	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup11	1	0	
iyrup12	1	A30237	1113	Модификатор Стихийного Оберегающего Кольца H1~5 2	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup12	1	0	
iyrup13	1	A30237	1114	Модификатор Стихийного Оберегающего Кольца H1~5 3	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup13	1	0	
iyrup14	1	A30237	1115	Модификатор Стихийного Оберегающего Кольца H1~5 4	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup14	1	0	
iyrup15	1	A30237	1116	Модификатор Стихийного Оберегающего Кольца H1~5 5	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup15	1	0	
iyrup16	1	A30237	1110	Модификатор Стихийного Неровного Кольца H1~5	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup16	1	0	
iyrup17	1	A30237	1111	Модификатор Стихийного Могильного Перстня G1~5	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup17	1	0	
iyrup18	1	A30237	1110	Модификатор Стихийного Проклятого Перстня H1~5	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup18	1	0	
iyrup19	1	A30237	1110	Модификатор Стихийного Мягкого Перстня H1~5	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup19	1	0	
iyrup20	1	A30237	1112	Модификатор Стихийного Великого Браслета H1~5 1	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup20	1	0	
iyrup21	1	A30237	1113	Модификатор Стихийного Великого Браслета H1~5 2	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup21	1	0	
iyrup22	1	A30237	1114	Модификатор Стихийного Великого Браслета H1~5 3	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup22	1	0	
iyrup23	1	A30237	1115	Модификатор Стихийного Великого Браслета H1~5 4	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup23	1	0	
iyrup24	1	A30237	1116	Модификатор Стихийного Великого Браслета H1~5 5	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup24	1	0	
iyrup25	1	A30237	1112	Модификатор Стихийного Отражающего Браслета H1~5 1	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup25	1	0	
iyrup26	1	A30237	1113	Модификатор Стихийного Отражающего Браслета H1~5 2	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup26	1	0	
iyrup27	1	A30237	1114	Модификатор Стихийного Отражающего Браслета H1~5 3	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup27	1	0	
iyrup28	1	A30237	1115	Модификатор Стихийного Отражающего Браслета H1~5 4	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup28	1	0	
iyrup29	1	A30237	1116	Модификатор Стихийного Отражающего Браслета H1~5 5	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup29	1	0	
iyrup30	1	A30237	1112	Модификатор Стихийного Пластичного Браслета H1~5 1	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup30	1	0	
iyrup31	1	A30237	1113	Модификатор Стихийного Пластичного Браслета H1~5 2	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup31	1	0	
iyrup32	1	A30237	1114	Модификатор Стихийного Пластичного Браслета H1~5 3	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup32	1	0	
iyrup33	1	A30237	1115	Модификатор Стихийного Пластичного Браслета H1~5 4	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup33	1	0	
iyrup34	1	A30237	1116	Модификатор Стихийного Пластичного Браслета H1~5 5	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup34	1	0	
iyrup35	1	A30237	1110	Модификатор Стихийного Силового Браслета H1~5	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiyrup35	1	0	
iyeco01	1	A30237	1117	Купон - Аксессуары A Эксперта	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyeco01	1	0	
iyeco02	1	A30237	1118	Купон - Аксессуары B Эксперта	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyeco02	1	0	
iypco01	1	A30237	1119	Купон_-_Боевая_Микстура_A_	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiypco01	1	0	
iypco02	1	A30237	1120	Купон_-_Боевое_Зелье_A_	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiypco02	1	0	
iypco03	1	A30237	1121	Купон_-_Боевой_Восстановитель_A_	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiypco03	1	0	
iypco04	1	A30237	1119	Купон_-_Боевая_Микстура_B_	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiypco04	1	0	
iypco05	1	A30237	1120	Купон_-_Боевое_Зелье_B_	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiypco05	1	0	
iypco06	1	A30237	1121	Купон_-_Боевой_Восстановитель_B_	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiypco06	1	0	
iypco07	1	A30237	1119	Купон_-_Боевая_Микстура_C_	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiypco07	1	0	
iypco08	1	A30237	1120	Купон_-_Боевое_Зелье_C_	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiypco08	1	0	
iypco09	1	A30237	1121	Купон_-_Боевой_Восстановитель_C_	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiypco09	1	0	
iypco10	1	A30237	1122	Купон_-_Микстура_Охоты_A_	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiypco10	1	0	
iypco11	1	A30237	1123	Купон_-_Зелье_Охоты_A_	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiypco11	1	0	
iypco12	1	A30237	1124	Купон_-_Восстановитель_Охоты_A_	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiypco12	1	0	
iypco13	1	A30237	1122	Купон_-_Микстура_Охоты_B_	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiypco13	1	0	
iypco14	1	A30237	1123	Купон_-_Зелье_Охоты_B_	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiypco14	1	0	
iypco15	1	A30237	1124	Купон_-_Восстановитель_Охоты_B_	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiypco15	1	0	
iypco16	1	A30237	1122	Купон_-_Микстура_Охоты_C_	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiypco16	1	0	
iypco17	1	A30237	1123	Купон_-_Зелье_Охоты_C_	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiypco17	1	0	
iypco18	1	A30237	1124	Купон_-_Восстановитель_Охоты_C_	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiypco18	1	0	
iypco19	1	A30237	1125	Купон_-_Микстура_Атаки_A_	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiypco19	1	0	
iypco20	1	A30237	1126	Купон_-_Зелье_Атаки_A_	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiypco20	1	0	
iypco21	1	A30237	1127	Купон_-_Восстановитель_Атаки_A_	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiypco21	1	0	
iypco22	1	A30237	1125	Купон_-_Микстура_Атаки_B_	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiypco22	1	0	
iypco23	1	A30237	1126	Купон_-_Зелье_Атаки_B_	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiypco23	1	0	
iypco24	1	A30237	1127	Купон_-_Восстановитель_Атаки_B_	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiypco24	1	0	
iypco25	1	A30237	1125	Купон_-_Микстура_Атаки_C_	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiypco25	1	0	
iypco26	1	A30237	1126	Купон_-_Зелье_Атаки_C_	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiypco26	1	0	
iypco27	1	A30237	1127	Купон_-_Восстановитель_Атаки_C_	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiypco27	1	0	
iypco28	1	A30237	1125	Купон_-_Микстура_Атаки_D_	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiypco28	1	0	
iypco29	1	A30237	1126	Купон_-_Зелье_Атаки_D_	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiypco29	1	0	
iypco30	1	A30237	1127	Купон_-_Восстановитель_Атаки_D_	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiypco30	1	0	
iypco31	1	A30237	1125	Купон_-_Микстура_Атаки_E_	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiypco31	1	0	
iypco32	1	A30237	1126	Купон_-_Зелье_Атаки_E_	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiypco32	1	0	
iypco33	1	A30237	1127	Купон_-_Восстановитель_Атаки_E_	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiypco33	1	0	
iypco34	1	A30237	1125	Купон_-_Микстура_Атаки_F_	302	300	11000	0	1	0	0	0	0	1	1	0	0	1	1	tiypco34	1	0	
iypco35	1	A30237	1126	Купон_-_Зелье_Атаки_F_	302	300	00110	0	1	0	0	0	0	1	1	0	0	1	1	tiypco35	1	0	
iypco36	1	A30237	1127	Купон_-_Восстановитель_Атаки_F_	302	300	00001	0	1	0	0	0	0	1	1	0	0	1	1	tiypco36	1	0	
iyspu01	1	A30237	1128	Прочный Модификатор Покровительства Брони [Тип-SP 1~4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu01	1	0	
iyspu02	1	A30237	1129	Прочный Модификатор Покровительства Брони [Тип-SP 1~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu02	1	0	
iyspu03	1	A30237	1130	Прочный Модификатор Покровительства Брони [Тип-SP 2~4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu03	1	0	
iyspu04	1	A30237	1131	Прочный Модификатор Покровительства Брони [Тип-SP 2~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu04	1	0	
iyspu05	1	A30237	1132	Прочный Модификатор Покровительства Брони [Тип-SP 2~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu05	1	0	
iyspu06	1	A30237	1133	Прочный Модификатор Покровительства Брони [Тип-SP 3~4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu06	1	0	
iyspu07	1	A30237	1134	Прочный Модификатор Покровительства Брони [Тип-SP 3~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu07	1	0	
iyspu08	1	A30237	1135	Прочный Модификатор Покровительства Брони [Тип-SP 3~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu08	1	0	
iyspu09	1	A30237	1136	Прочный Модификатор Покровительства Брони [Тип-SP 3~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu09	1	0	
iyspu10	1	A30237	1137	Прочный Модификатор Покровительства Брони [Тип-SP 4~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu10	1	0	
iyspu11	1	A30237	1138	Прочный Модификатор Покровительства Брони [Тип-SP 4~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu11	1	0	
iyspu12	1	A30237	1139	Прочный Модификатор Покровительства Брони [Тип-SP 4~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu12	1	0	
iyspu13	1	A30237	1140	Прочный Модификатор Покровительства Брони [Тип-SP 5~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu13	1	0	
iyspu14	1	A30237	1141	Прочный Модификатор Покровительства Брони [Тип-SP 5~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu14	1	0	
iyspu15	1	A30237	1142	Прочный Модификатор Покровительства Брони [Тип-SP 6~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspu15	1	0	
iysps01	1	A30237	1062	Модификатор_Слотов_Щитов_[Тип-SP	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiysps01	1	0	
iyspa01	1	A30237	542	Модификатор_Слотов_Брони_[Тип-SP	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyspa01	1	0	
iyglw01	1	A30237	608	Купон - Золотое Оружие [Лук 	302	300	11111	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglw01	0	0	
iyglw02	1	A30237	608	Купон - Золотое Оружие [Копье 	302	300	11111	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglw02	0	0	
iyglw03	1	A30237	608	Купон - Золотое Оружие [ПУ 	302	300	00001	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglw03	0	0	
iyglw04	1	A30237	608	Купон - Золотое Оружие [Посох 	302	300	11110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglw04	0	0	
iyglw05	1	A30237	608	Купон - Золотое Оружие [Меч 	302	300	11111	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglw05	0	0	
iyglw06	1	A30237	608	Купон - Золотое Оружие [Ружье 	302	300	11111	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglw06	0	0	
iyglw07	1	A30237	608	Купон - Золотое Оружие [Лук  - 5 Невежества	302	300	11111	6	1	0	16000	0	0	1	0	0	0	1	1	tiyglw07	0	0	
iyglw08	1	A30237	608	Купон - Золотое Оружие [Копье  - 5 Невежества	302	300	11111	6	1	0	16000	0	0	1	0	0	0	1	1	tiyglw08	0	0	
iyglw09	1	A30237	608	Купон - Золотое Оружие [ПУ  - 5 Невежества	302	300	00001	6	1	0	16000	0	0	1	0	0	0	1	1	tiyglw09	0	0	
iyglw10	1	A30237	608	Купон - Золотое Оружие [Посох  - 5 Невежества	302	300	11110	6	1	0	16000	0	0	1	0	0	0	1	1	tiyglw10	0	0	
iyglw11	1	A30237	608	Купон - Золотое Оружие [Меч  - 5 Невежества	302	300	11111	6	1	0	16000	0	0	1	0	0	0	1	1	tiyglw11	0	0	
iyglw12	1	A30237	608	Купон - Золотое Оружие [Ружье  - 5 Невежества	302	300	11111	6	1	0	16000	0	0	1	0	0	0	1	1	tiyglw12	0	0	
iyglw13	1	A30237	608	Купон - Золотое Оружие [Лук  - 6 Невежества	302	300	11111	6	1	0	80000	0	0	1	0	0	0	1	1	tiyglw13	0	0	
iyglw14	1	A30237	608	Купон - Золотое Оружие [Копье  - 6 Невежества	302	300	11111	6	1	0	80000	0	0	1	0	0	0	1	1	tiyglw14	0	0	
iyglw15	1	A30237	608	Купон - Золотое Оружие [ПУ  - 6 Невежества	302	300	00001	6	1	0	80000	0	0	1	0	0	0	1	1	tiyglw15	0	0	
iyglw16	1	A30237	608	Купон - Золотое Оружие [Посох  - 6 Невежества	302	300	11110	6	1	0	80000	0	0	1	0	0	0	1	1	tiyglw16	0	0	
iyglw17	1	A30237	608	Купон - Золотое Оружие [Меч  - 6 Невежества	302	300	11111	6	1	0	80000	0	0	1	0	0	0	1	1	tiyglw17	0	0	
iyglw18	1	A30237	608	Купон - Золотое Оружие [Ружье  - 6 Невежества	302	300	11111	6	1	0	80000	0	0	1	0	0	0	1	1	tiyglw18	0	0	
iyglw19	1	A30237	608	Купон - Золотое Оружие [Лук  - 7 Невежества	302	300	11111	6	1	0	240000	0	0	1	0	0	0	1	1	tiyglw19	0	0	
iyglw20	1	A30237	608	Купон - Золотое Оружие [Копье  - 7 Невежества	302	300	11111	6	1	0	240000	0	0	1	0	0	0	1	1	tiyglw20	0	0	
iyglw21	1	A30237	608	Купон - Золотое Оружие [ПУ  - 7 Невежества	302	300	00001	6	1	0	240000	0	0	1	0	0	0	1	1	tiyglw21	0	0	
iyglw22	1	A30237	608	Купон - Золотое Оружие [Посох  - 7 Невежества	302	300	11110	6	1	0	240000	0	0	1	0	0	0	1	1	tiyglw22	0	0	
iyglw23	1	A30237	608	Купон - Золотое Оружие [Меч  - 7 Невежества	302	300	11111	6	1	0	240000	0	0	1	0	0	0	1	1	tiyglw23	0	0	
iyglw24	1	A30237	608	Купон - Золотое Оружие [Ружье  - 7 Невежества	302	300	11111	6	1	0	240000	0	0	1	0	0	0	1	1	tiyglw24	0	0	
iyglb01	1	A30237	609	Купон - Золотая Броня [Голова - Воин  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb01	0	0	
iyglb02	1	A30237	609	Купон - Золотая Броня [Голова - Стрелок  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb02	0	0	
iyglb03	1	A30237	609	Купон - Золотая Броня [Голова - Маг  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb03	0	0	
iyglc01	1	A30237	609	Купон - Золотая Броня [Голова - Воин  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc01	0	0	
iyglc02	1	A30237	609	Купон - Золотая Броня [Голова - Стрелок  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc02	0	0	
iyglc03	1	A30237	609	Купон - Золотая Броня [Голова - Маг  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc03	0	0	
iygla01	1	A30237	609	Купон - Золотая Броня [Голова - Воин  	302	300	00001	6	1	0	8000	0	0	1	0	0	0	1	1	tiygla01	0	0	
iygla02	1	A30237	609	Купон - Золотая Броня [Голова - Стрелок  	302	300	00001	6	1	0	8000	0	0	1	0	0	0	1	1	tiygla02	0	0	
iygla03	1	A30237	609	Купон - Золотая Броня [Голова - Ракетчик  	302	300	00001	6	1	0	8000	0	0	1	0	0	0	1	1	tiygla03	0	0	
iyglb04	1	A30237	609	Купон - Золотая Броня [Торс - Воин  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb04	0	0	
iyglb05	1	A30237	609	Купон - Золотая Броня [Торс - Стрелок  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb05	0	0	
iyglb06	1	A30237	609	Купон - Золотая Броня [Торс - Маг  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb06	0	0	
iyglc04	1	A30237	609	Купон - Золотая Броня [Торс - Воин  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc04	0	0	
iyglc05	1	A30237	609	Купон - Золотая Броня [Торс - Стрелок  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc05	0	0	
iyglc06	1	A30237	609	Купон - Золотая Броня [Торс - Маг  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc06	0	0	
iygla04	1	A30237	609	Купон - Золотая Броня [Торс - Воин  	302	300	00001	6	1	0	8000	0	0	1	0	0	0	1	1	tiygla04	0	0	
iygla05	1	A30237	609	Купон - Золотая Броня [Торс - Стрелок  	302	300	00001	6	1	0	8000	0	0	1	0	0	0	1	1	tiygla05	0	0	
iygla06	1	A30237	609	Купон - Золотая Броня [Торс - Ракетчик  	302	300	00001	6	1	0	8000	0	0	1	0	0	0	1	1	tiygla06	0	0	
iyglb07	1	A30237	609	Купон - Золотая Броня [Бедра - Воин  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb07	0	0	
iyglb08	1	A30237	609	Купон - Золотая Броня [Бедра - Стрелок  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb08	0	0	
iyglb09	1	A30237	609	Купон - Золотая Броня [Бедра - Маг  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb09	0	0	
iyglc07	1	A30237	609	Купон - Золотая Броня [Бедра - Воин  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc07	0	0	
iyglc08	1	A30237	609	Купон - Золотая Броня [Бедра - Стрелок  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc08	0	0	
iyglc09	1	A30237	609	Купон - Золотая Броня [Бедра - Маг  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc09	0	0	
iygla07	1	A30237	609	Купон - Золотая Броня [Бедра - Воин  	302	300	00001	6	1	0	8000	0	0	1	0	0	0	1	1	tiygla07	0	0	
iygla08	1	A30237	609	Купон - Золотая Броня [Бедра - Стрелок  	302	300	00001	6	1	0	8000	0	0	1	0	0	0	1	1	tiygla08	0	0	
iygla09	1	A30237	609	Купон - Золотая Броня [Бедра - Ракетчик  	302	300	00001	6	1	0	8000	0	0	1	0	0	0	1	1	tiygla09	0	0	
iyglb10	1	A30237	609	Купон - Золотая Броня [Руки - Воин  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb10	0	0	
iyglb11	1	A30237	609	Купон - Золотая Броня [Руки - Стрелок  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb11	0	0	
iyglb12	1	A30237	609	Купон - Золотая Броня [Руки - Маг  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb12	0	0	
iyglc10	1	A30237	609	Купон - Золотая Броня [Руки - Воин  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc10	0	0	
iyglc11	1	A30237	609	Купон - Золотая Броня [Руки - Стрелок  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc11	0	0	
iyglc12	1	A30237	609	Купон - Золотая Броня [Руки - Маг  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc12	0	0	
iygla10	1	A30237	609	Купон - Золотая Броня [Руки - Воин  	302	300	00001	6	1	0	8000	0	0	1	0	0	0	1	1	tiygla10	0	0	
iygla11	1	A30237	609	Купон - Золотая Броня [Руки - Стрелок  	302	300	00001	6	1	0	8000	0	0	1	0	0	0	1	1	tiygla11	0	0	
iygla12	1	A30237	609	Купон - Золотая Броня [Руки - Ракетчик  	302	300	00001	6	1	0	8000	0	0	1	0	0	0	1	1	tiygla12	0	0	
iyglb13	1	A30237	609	Купон - Золотая Броня [Ноги - Воин  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb13	0	0	
iyglb14	1	A30237	609	Купон - Золотая Броня [Ноги - Стрелок  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb14	0	0	
iyglb15	1	A30237	609	Купон - Золотая Броня [Ноги - Маг  	302	300	11000	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglb15	0	0	
iyglc13	1	A30237	609	Купон - Золотая Броня [Ноги - Воин  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc13	0	0	
iyglc14	1	A30237	609	Купон - Золотая Броня [Ноги - Стрелок  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc14	0	0	
iyglc15	1	A30237	609	Купон - Золотая Броня [Ноги - Маг  	302	300	00110	6	1	0	8000	0	0	1	0	0	0	1	1	tiyglc15	0	0	
iygla13	1	A30237	609	Купон - Золотая Броня [Ноги - Воин  	302	300	00001	6	1	0	8000	0	0	1	0	0	0	1	1	tiygla13	0	0	
