string[64]	dword	dword	dword	string[64]	string[64]	string[64]	string[64]	dword	dword	dword	string[64]	string[64]	string[64]	dword	string[64]	dword	dword	dword	dword	dword	dword	string[8]	dword	string[8]	dword	string[8]	dword	float	dword	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	long	string[64]	dword	dword	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	dword	dword	float	float	float	float	dword	END
7F196	-1	0	9	-1	-1	BS1 2 2	BS1 2 2	0	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F197	-1	0	9	-1	-1	BS1 2 3	BS1 2 3	0	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F198	-1	88	10	-1	-1	Восстановление защиты	GaugeRecovery(B)	1	1	1	110000	01000	100000000000	-1	0000000000000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	20000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	120	-1	31	0	0,5	0,5	0,5	0,5	0,5	0,5	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	6	
7F199	-1	89	10	-1	-1	Дыхание жизни	Rebirth(B)	1	1	1	110000	01000	100000000000	-1	0000000000000000	0	-1	-1	240	240	480	-1	-1	-1	-1	-1	-1	60000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	120	-1	2	2	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	6	
7F19A	-1	0	10	-1	-1	BS2 1 3	BS2 1 3	1	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F19B	-1	90	10	-1	-1	Активная броня	ArmoredMastery	1	0	1	110000	10000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	0	0	21	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	360	360	360	360	360	360	360	0	0	0	0	0	6	
7F19C	-1	91	10	-1	-1	Выслуга	RepairDiscount	1	0	1	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F19A	-1	0	10	-1	-1	BS2 1 3	BS2 2 3	1	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F19E	-1	0	10	-1	-1	BS2 3 1	BS2 3 1	1	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F19F	-1	0	10	-1	-1	BS2 3 2	BS2 3 2	1	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1A0	-1	0	10	-1	-1	BS2 3 3	BS2 3 3	1	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1A1	-1	0	10	-1	-1	BS2 4 1	BS2 4 1	1	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1A2	-1	0	10	-1	-1	BS2 4 2	BS2 4 2	1	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1A3	-1	0	10	-1	-1	BS2 4 3	BS2 4 3	1	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1A4	-1	0	11	-1	-1	BS3 1 1	BS3 1 1	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1A5	-1	0	11	-1	-1	BS3 1 2	BS3 1 2	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1A6	-1	0	11	-1	-1	BS3 1 3	BS3 1 3	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1A7	-1	0	11	-1	-1	BS3 2 1	BS3 2 1	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1A8	-1	0	11	-1	-1	BS3 2 2	BS3 2 2	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1A9	-1	0	11	-1	-1	BS3 2 3	BS3 2 3	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1AA	-1	0	11	-1	-1	BS3 3 1	BS3 3 1	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1AB	-1	0	11	-1	-1	BS3 3 2	BS3 3 2	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1AC	-1	0	11	-1	-1	BS3 3 3	BS3 3 3	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1AD	-1	0	11	-1	-1	BS3 4 1	BS3 4 1	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1AE	-1	0	11	-1	-1	BS3 4 2	BS3 4 2	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1AF	-1	0	11	-1	-1	BS3 4 3	BS3 4 3	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1B0	-1	0	11	-1	-1	BS3 5 1	BS3 5 1	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1B1	-1	0	11	-1	-1	BS3 5 2	BS3 5 2	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1B2	-1	0	11	-1	-1	BS3 5 3	BS3 5 3	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1B3	-1	0	11	-1	-1	BS3 6 1	BS3 6 1	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1B4	-1	0	11	-1	-1	BS3 6 2	BS3 6 2	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1B5	-1	0	11	-1	-1	BS3 6 3	BS3 6 3	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1B6	-1	0	11	-1	-1	BS3 7 1	BS3 7 1	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1B7	-1	0	11	-1	-1	BS3 7 2	BS3 7 2	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1B8	-1	0	11	-1	-1	BS3 7 3	BS3 7 3	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1B9	-1	0	11	-1	-1	BS3 8 1	BS3 8 1	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1BA	-1	0	11	-1	-1	BS3 8 2	BS3 8 2	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F1BB	-1	0	11	-1	-1	BS3 8 3	BS3 8 3	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
8F1BC	-1	92	9	-1	-1	Установка Турелей	SetGuardTower(C) 	0	0	1	001100	00001	100000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	6	
