string[64]	dword	dword	dword	string[64]	string[64]	string[64]	string[64]	dword	dword	dword	string[64]	string[64]	string[64]	dword	string[64]	dword	dword	dword	dword	dword	dword	string[8]	dword	string[8]	dword	string[8]	dword	float	dword	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	string[64]	dword	dword	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	dword	dword	float	float	float	float	dword	END
151	-1	5	-1	-1	-1	Премиум Целебная Микстура HP+200	0	0	1	0	110000	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	2000	-1	-1	-1	-1	-1	-1	1	-1	-1	0	0	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
152	-1	6	-1	-1	-1	Премиум Целебная Микстура HP+300	0	0	1	0	110000	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	3000	-1	-1	-1	-1	-1	-1	1	-1	-1	0	0	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
153	-1	7	-1	-1	-1	Премиум Целебная Микстура HP+400	0	0	1	0	110000	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	4000	-1	-1	-1	-1	-1	-1	1	-1	-1	0	0	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
154	-1	13	-1	-1	-1	Священное Зелье HP+2000	0	0	1	0	001100	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	2000	-1	-1	-1	-1	-1	-1	1	-1	-1	0	0	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
155	-1	14	-1	-1	-1	Священное Зелье HP+3000	0	0	1	0	001100	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	3000	-1	-1	-1	-1	-1	-1	1	-1	-1	0	0	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
156	-1	15	-1	-1	-1	Священное Зелье HP+4000	0	0	1	0	001100	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	4000	-1	-1	-1	-1	-1	-1	1	-1	-1	0	0	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
157	-1	21	-1	-1	-1	Премиум Восстановитель HP+2000	0	0	1	0	000010	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	2000	-1	-1	-1	-1	-1	-1	1	-1	-1	0	0	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
158	-1	22	-1	-1	-1	Премиум Восстановитель HP+3000	0	0	1	0	000010	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	3000	-1	-1	-1	-1	-1	-1	1	-1	-1	0	0	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
159	-1	23	-1	-1	-1	Премиум Восстановитель HP+4000	0	0	1	0	000010	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	4000	-1	-1	-1	-1	-1	-1	1	-1	-1	0	0	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
15A	-1	353	-1	-1	-1	Увеличивающая Капсула Склада	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	54	2	1	-1	-1	-1	-1	-1	-1	1	1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
15B	-1	347	-1	-1	-1	Благославленное Зелье Восстановл	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	55	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
15C	-1	348	-1	-1	-1	Благославленное Зелье Восстановл	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	55	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
15D	-1	349	-1	-1	-1	Благославленное Зелье Восстановл	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	55	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
15E	-1	350	-1	-1	-1	Благославленное Зелье Сопротивле	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	56	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
15F	-1	351	-1	-1	-1	Благославленное Зелье Сопротивле	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	56	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
160	-1	352	-1	-1	-1	Благославленное Зелье Сопротивле	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	56	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
161	-1	7	-1	-1	-1	Целебная Микстура HP+4000 [Специ	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	4000	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
162	-1	8	-1	-1	-1	Целебная Микстура HP+5000 [Специ	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	5000	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
163	-1	15	-1	-1	-1	Священное Зелье HP+4000 [Специал	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	4000	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
164	-1	16	-1	-1	-1	Священное Зелье HP+5000 [Специал	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	5000	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
165	-1	23	-1	-1	-1	Восстановитель HP+4000 [Специаль	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	4000	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
166	-1	24	-1	-1	-1	Восстановитель HP+5000 [Специаль	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	5000	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
167	-1	241	-1	-1	-1	Мекстура Опыта 7%	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	50	1	7	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
168	-1	241	-1	-1	-1	Маленькая Мекстура Увеличения Оп	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	50	1	0,100000001	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
169	-1	268	-1	-1	-1	Капсула ДНК [Мечта 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3	-1	0	1	3	30	-1	-1	-1	-1	-1	-1	1	32	-500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
16A	-1	268	-1	-1	-1	Капсула ДНК [Защита 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	-1	0	0	33	0,699999988	-1	-1	-1	-1	-1	-1	1	32	-500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
16B	-1	268	-1	-1	-1	Капсула ДНК [Стальная Броня 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	-1	0	1	29	5	-1	-1	-1	-1	-1	-1	1	32	-500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
16C	-1	268	-1	-1	-1	Капсула ДНК [Ветер 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	32	0,699999988	-1	-1	-1	-1	-1	-1	1	32	-500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
16D	-1	268	-1	-1	-1	Капсула ДНК [Двойная Мощьность 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	1	14	20	-1	-1	-1	-1	-1	-1	1	32	-500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
16E	-1	268	-1	-1	-1	Капсула ДНК [Смещение 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
16F	-1	268	-1	-1	-1	Капсула ДНК [Чуство 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	10	-1	0	2	23	-1	-1	-1	-1	-1	-1	-1	1	32	-500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
170	-1	268	-1	-1	-1	Капсула ДНК [Скрытность 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	8	-1	0	2	5	1	-1	-1	-1	-1	-1	-1	1	32	-500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
171	-1	268	-1	-1	-1	Капсула ДНК [Скорость Света 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	-1	0	1	20	3	-1	-1	-1	-1	-1	-1	1	32	-500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
172	-1	268	-1	-1	-1	Капсула ДНК [Молчание 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	16	-1	0	2	20	-1	-1	-1	-1	-1	-1	-1	1	32	-500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
173	-1	192	-1	-1	-1	Мекстура Увеличения Обьемного Вз	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	2	0	0	32	0,100000001	-1	-1	-1	-1	-1	-1	0	33	0,100000001	-1	-1	-1	-1	-1	-1	0	9	0,100000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
174	-1	193	-1	-1	-1	Мекстура Увеличения Обьемного Вз	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	2	0	0	32	0,100000001	-1	-1	-1	-1	-1	-1	0	33	0,100000001	-1	-1	-1	-1	-1	-1	0	9	0,100000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
175	-1	194	-1	-1	-1	Наступательная Мекстура Защиты	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	2	0	0	32	0,100000001	-1	-1	-1	-1	-1	-1	0	33	0,100000001	-1	-1	-1	-1	-1	-1	0	9	0,100000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
176	-1	241	-1	-1	-1	Мекстура Опыта 5%	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	50	1	5	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
177	-1	67	-1	-1	-1	Жареный каштан	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	32	0,699999988	-1	-1	-1	-1	-1	-1	0	6	-0,300000012	-1	-1	-1	-1	-1	-1	1	3	-30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
