xeh	dword	byte	byte	byte	byte	string[32]	string[32]	string[32]	string[32]	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	dword	stb	byte	stb	byte	stb16	word	dword	dword	dword	dword	dword	byte	byte	word	word	word	float	float	string[512]	byte	byte	word	dword	dword	dword	xeh	stb12	xeh	byte	byte	byte	byte	hex	hex	hex	byte	byte	byte	byte	byte	byte	word	END
Code	Icon	Class	IsActive	MastIndex	Lv	MastEngName	MastKorName	EngName	Name	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	unit1	unit2	unit3	unit4	unit5	unit6	unit7	Hz1	Hz2	Hz3	Hz4	Hz5	Hz6	Hz7	Hz8	Hz9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	unit1	unit2	unit3	unit4	unit5	unit6	unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	ContEffSec1	ContEffSec2	ContEffSec3	ContEffSec4	ContEffSec5	ContEffSec6	ContEffSec7	UsableRace	Class	ActableDst	NeedMastIndex	FixWeapon	none	none	none	none	none	IsFixShield	SpecialType	NeedSpecialType	NeedHP	NeedFP	NeedSP	ActDealy	ActDistance	Description	EffectClass	none	none	IsCumulType	CumulCounter	NewEffCOunt	EffectCode	GradeLimit	RangeEffCode	none	none	none	none	none	none	none	none	none	none	none	Property	none	none
9503	76	5	1	20	0	Air&Electric	їЎѕо&АП·єЖ®ёЇ	Release	Подавление	1	8	8	8	8	8	8	8	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00100	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	30	0	6000	120	Нейтрализует эффект последней примененной к объекту Положительной Силы	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
9504	77	5	1	21	1	Blast&Lighting	єн·ЎЅєЖ®&¶уАМЖ®ґЧ	Electric Bolt	Молния	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	20	0000000001000000	0	0	0	0	0	0	-1	-1	0	60	0	12000	120	Поражает цель молнией	4	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
9505	78	5	1	21	1	Blast&Lighting	єн·ЎЅєЖ®&¶уАМЖ®ґЧ	Air Blast	Тайфун	0	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	20	0000000001000000	0	0	0	0	0	0	-1	-1	0	150	0	12000	10	Массовое поражение рассекающим потоком воздуха	1	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
9506	79	5	1	21	1	Blast&Lighting	єн·ЎЅєЖ®&¶уАМЖ®ґЧ	Refreshing	Очищение	1	9	9	9	9	9	9	9	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	01000	20	0000000001000000	0	0	0	0	0	0	-1	-1	0	60	0	2000	165	Нейтрализует эффект всех примененных к объекту Отрицательных Сил и Умений.	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
9507	80	5	1	21	1	Blast&Lighting	єн·ЎЅєЖ®&¶уАМЖ®ґЧ	Detect	Взгляд Истины	3	22	22	22	22	22	22	22	1	0	0	1	1	1	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90000	140000	210000	320000	480000	720000	1080000	111100	2	01000	20	0000000001000000	0	0	0	0	0	0	-1	-1	0	60	0	6000	165	Позволяет видеть невидимых врагов	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
9508	81	5	1	22	2	Tornado&Thunder	ЕдіЧАМµµ&Ѕгґх	Gust Of Blast	Штормовой Ветер	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	21	0000000001000000	0	0	0	0	0	0	-1	-1	0	90	0	18000	120	Атакует цель мощным порывом штормового ветра	4	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
9509	82	5	1	22	2	Tornado&Thunder	ЕдіЧАМµµ&Ѕгґх	Chain Lightning	Цепная Молния	0	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	21	0000000001000000	0	0	0	0	0	0	-1	-1	0	270	0	18000	120	Массовое поражение цепной молнией	5	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
950A	83	5	1	22	2	Tornado&Thunder	ЕдіЧАМµµ&Ѕгґх	Individual Cancellation	Ревокация	1	10	10	10	10	10	10	10	1	0	0	100	200	300	400	500	600	700	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00100	21	0000000001000000	0	0	0	0	0	0	-1	-1	0	90	0	18000	120	Нейтрализует эффект всех Положительных Умений, примененных к объекту	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
950B	84	5	1	22	2	Tornado&Thunder	ЕдіЧАМµµ&Ѕгґх	Offensive Cancellation	Вето	1	11	11	11	11	11	11	11	1	0	0	100	200	300	400	500	600	700	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00100	21	0000000001000000	0	0	0	0	0	0	-1	-1	0	90	0	18000	120	Нейтрализует эффект всех Положительных Сил, примененных к объекту	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
950C	85	5	1	23	3	Gravity&Thunder Bird	±Ч·Ў№цЖј&Ѕгґх№цµе	Gravity Field	Гравитационное поле	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	22	0000000001000000	0	0	0	0	0	0	-1	-1	0	120	0	24000	120	Поражает цель гравитационным полем	0	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
950D	86	5	1	23	3	Gravity&Thunder Bird	±Ч·Ў№цЖј&Ѕгґх№цµе	Thunder Bird	Крылья Бури	0	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	22	0000000001000000	0	0	0	0	0	0	-1	-1	0	360	0	24000	120	Атакует цель электрическими разрядами	5	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
950E	87	5	1	23	3	Gravity&Thunder Bird	±Ч·Ў№цЖј&Ѕгґх№цµе	Defensive Cancellation	Удар Хаоса	1	12	12	12	12	12	12	12	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	01000	22	0000000001000000	0	0	0	0	0	0	-1	-1	0	120	0	6000	165	Нейтрализует эффект всех примененных к объекту Положительных Умений и Сил	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
950F	88	5	1	23	3	Gravity&Thunder Bird	±Ч·Ў№цЖј&Ѕгґх№цµе	Slacken Vigilance	Охранитель	1	13	13	13	13	13	13	13	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	01000	22	0000000001000000	0	0	0	0	0	0	-1	-1	0	120	0	6000	120	Нейтрализует эффект всех примененных к объекту Отрицательных Умений и Сил	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
