string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	string[64]	dword	float	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	float	dword	float	float	dword	float	float	dword	float	float	dword	float	float	dword	dword	dword	dword	dword	string[64]	dword	dword	dword	END
ircha26	1	A30184	152	Медальон Лидера [Высокого Качества  14 дней	301	300	98	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3676	1	53	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha26	1	0	1	
ircha27	1	A30187	153	Священный Медальон [Высокого Качества  14 дней 	301	300	101	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3679	1	77	0,5	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha27	1	0	1	
ircha28	1	A30188	154	Медальон Регенерации [Высокого Качества  14 дней 	301	300	102	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3680	1	12	0,050000001	0,050000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha28	1	0	1	
ircha29	1	830189	155	Медальон Согласия [Высокого Качества  14 дней 	301	300	103	00110	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3681	1	33	0,5	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha29	1	0	1	
ircha30	1	A3018A	156	Генератор атаки [Высокого Качества  14 дней	301	300	104	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	0	3682	1	18	0,200000003	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha30	1	0	1	
ircha31	1	A3018B	157	Генератор защиты [Высокого Качества  14 дней	301	300	105	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	1	3683	1	24	0,200000003	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha31	1	0	1	
ircha32	1	A3018D	158	Генератор совершенства [Высокого Качества  14 дней	301	300	107	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3685	2	48	21	21	78	30	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha32	1	0	1	
ircha33	1	73018E	159	Генератор MAU [Высокого Качества  14 дней	301	300	108	11000	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3686	1	29	0,5	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha33	1	0	1	
ircha34	1	A3018F	160	Генератор Агрессии [Высокого Качества  14 дней	301	300	109	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3687	1	28	15	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha34	1	0	1	
ircha35	1	A30190	161	Генератор Спокойствия [Высокого Качества  14 дней	301	300	110	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3688	1	28	-15	-15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha35	1	0	1	
ircha36	1	A30181	151	Медальон Скорости [Среднего Качества  14 дней	301	300	95	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3673	1	41	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha36	1	0	1	
ircha37	1	A30184	152	Медальон Лидера [Среднего Качества  14 дней 	301	300	98	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3676	1	53	3	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha37	1	0	1	
ircha38	1	A30187	153	Священный Медальон [Среднего Качества  14 дней	301	300	101	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3679	1	77	0,400000006	0,400000006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha38	1	0	1	
ircha39	1	A30188	154	Медальон Регенерации [Среднего Качества  14 дней 	301	300	102	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3680	1	12	0,029999999	0,050000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha39	1	0	1	
ircha40	1	830189	155	Медальон Согласия [Среднего Качества  14 дней	301	300	103	00110	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3681	1	33	0,300000012	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha40	1	0	1	
ircha41	1	A3018A	156	Генератор атаки [Среднего Качества  14 дней	301	300	104	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	0	3682	1	18	0,100000001	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha41	1	0	1	
ircha42	1	A3018B	157	Генератор защиты [Среднего Качества  14 дней	301	300	105	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	1	3683	1	24	0,100000001	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha42	1	0	1	
ircha43	1	A3018D	158	Генератор совершенства [Среднего Качества  14 дней	301	300	107	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3685	2	48	14	21	78	20	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha43	1	0	1	
ircha44	1	73018E	159	Генератор MAU [Среднего Качества  14 дней	301	300	108	11000	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3686	1	29	0,300000012	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha44	1	0	1	
ircha45	1	A3018F	160	Генератор Агрессии [Среднего Качества  14 дней 	301	300	109	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3687	1	28	10	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha45	1	0	1	
ircha46	1	A30190	161	Генератор Спокойствия [Среднего Качества  14 дней	301	300	110	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3688	1	28	-10	-10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha46	1	0	1	
ircja01	1	A30163	73	Изумруд Боевого Опыта [Среднего Качества  	301	300	73	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3667	1	2	0,5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircja01	1	0	1	
ircja02	1	A30164	74	Изумруд Поддержки [Среднего Качества  	301	300	74	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3668	1	4	2	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircja02	1	0	1	
ircja03	1	A30163	73	Изумруд Боевого Опыта [Среднего Качества  	301	300	73	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3667	1	2	0,5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircja03	1	0	1	
ircja04	1	A30164	74	Изумруд Поддержки [Среднего Качества  	301	300	74	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3668	1	4	2	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircja04	1	0	1	
ircja05	1	A30163	73	Изумруд Боевого Опыта [Высокого Качества  	301	300	73	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3667	1	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircja05	1	0	1	
ircja06	1	A30164	74	Изумруд Поддержки [Высокого Качества  	301	300	74	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3668	1	4	3	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircja06	1	0	1	
ircja07	1	A30163	73	Изумруд Боевого Опыта [Высокого Качества  	301	300	73	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3667	1	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircja07	1	0	1	
ircja08	1	A30164	74	Изумруд Поддержки [Высокого Качества  	301	300	74	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3668	1	4	3	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircja08	1	0	1	
irpre20	1	A301FF	86	Премиум Карта Новичка	301	300	86	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	2	5	1	1	6	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	tirpre20	0	0	1	
irpch01	1	A30190	95	Заклинание скорости	301	300	95	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3673	1	41	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	1	tirpch01	1	0	0	
irpch02	1	A30190	98	Заклинание лидера	301	300	98	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3676	1	53	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	1	tirpch02	1	0	0	
irpch03	1	A30190	101	Священное заклинание	301	300	101	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3679	1	77	0,300000012	0,300000012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	1	tirpch03	1	0	0	
irpch04	1	A30190	102	Заклинание воскрешения	301	300	102	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3680	1	12	0,01	0,050000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	1	tirpch04	1	0	0	
ircys01	1	A30190	21	Кристальная Таллика Невежества	301	300	21	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircys01	1	0	0	
ircys02	1	A30190	26	Кристальная Таллика Покровительства	301	300	26	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircys02	1	0	0	
ircys03	1	A30190	21	Кристальная Таллика Невежества [Тип B]	301	300	21	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircys03	1	0	0	
ircys04	1	A30190	26	Кристальная Таллика Покровительства [Тип B]	301	300	26	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircys04	1	0	0	
ircys05	1	A30190	21	Кристальная Таллика Невежества [Тип C]	301	300	21	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircys05	1	0	0	
ircys06	1	A30190	26	Кристальная Таллика Покровительства [Тип C]	301	300	26	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircys06	1	0	0	
ircja09	1	A30131	50	Изумруд_Общения_[2_часа	301	300	50	11111	-1	-1	-1	1	1	1	1	0	0	0	0	500	-1	-1	0	3	3700	1	3	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircja09	1	0	1	
ircja10	1	A30131	50	Изумруд_Общения_[6_часов	301	300	50	11111	-1	-1	-1	1	1	1	1	0	0	0	0	500	-1	-1	0	3	3700	1	3	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircja10	1	0	1	
ircja11	1	A30131	50	Изумруд_Общения_[24_часа	301	300	50	11111	-1	-1	-1	1	1	1	1	0	0	0	0	500	-1	-1	0	3	3700	1	3	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircja11	1	0	1	
