clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	byte	byte	word	float	float	byte	byte	word	float	float	byte	byte	word	float	float	byte	byte	word	float	float	byte	byte	word	float	float	res	dword	dword	dword	dword	dword	dword	END
ircha25	Медальон Скорости [Высокого Качества  14 дней	A30181	151	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	274	1	1	1	0	1	41	0	0	3	3	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3673	0	95	0	
ircha26	Медальон Лидера [Высокого Качества  14 дней	A30184	152	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	275	1	1	1	0	1	53	0	0	5	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3676	0	98	0	
ircha27	Священный Медальон [Высокого Качества  14 дней 	A30187	153	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	276	1	1	1	0	1	77	0	0	0,5	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3679	0	101	0	
ircha28	Медальон Регенерации [Высокого Качества  14 дней 	A30188	154	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	277	1	1	1	0	1	12	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3680	0	102	0	
ircha29	Медальон Согласия [Высокого Качества  14 дней 	830189	155	00110	17	0	0	1	1	0	0	0	0	0	1	0	1	278	1	1	1	0	1	33	0	0	0,5	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3681	0	103	0	
ircha30	Генератор атаки [Высокого Качества  14 дней	A3018A	156	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	279	1	1	1	0	1	18	0	0	0,200000003	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	0	3682	0	104	0	
ircha31	Генератор защиты [Высокого Качества  14 дней	A3018B	157	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	280	1	1	1	0	1	24	0	0	0,200000003	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	1	3683	0	105	0	
ircha32	Генератор совершенства [Высокого Качества  14 дней	A3018D	158	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	281	1	1	1	0	2	48	0	0	21	21	78	0	0	30	30	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3685	0	107	0	
ircha33	Генератор MAU [Высокого Качества  14 дней	73018E	159	11000	17	0	0	1	1	0	0	0	0	0	1	0	1	282	1	1	1	0	1	29	0	0	0,5	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3686	0	108	0	
ircha34	Генератор Агрессии [Высокого Качества  14 дней	A3018F	160	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	283	1	1	1	0	1	28	0	0	15	15	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3687	0	109	0	
ircha35	Генератор Спокойствия [Высокого Качества  14 дней	A30190	161	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	284	1	1	1	0	1	28	0	0	-15	-15	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3688	0	110	0	
ircha36	Медальон Скорости [Среднего Качества  14 дней	A30181	151	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	285	1	1	1	0	1	41	0	0	2	2	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3673	0	95	0	
ircha37	Медальон Лидера [Среднего Качества  14 дней 	A30184	152	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	286	1	1	1	0	1	53	0	0	3	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3676	0	98	0	
ircha38	Священный Медальон [Среднего Качества  14 дней	A30187	153	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	287	1	1	1	0	1	77	0	0	0,400000006	0,400000006	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3679	0	101	0	
ircha39	Медальон Регенерации [Среднего Качества  14 дней 	A30188	154	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	288	1	1	1	0	1	12	0	0	0,029999999	0,050000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3680	0	102	0	
ircha40	Медальон Согласия [Среднего Качества  14 дней	830189	155	00110	17	0	0	1	1	0	0	0	0	0	1	0	1	289	1	1	1	0	1	33	0	0	0,300000012	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3681	0	103	0	
ircha41	Генератор атаки [Среднего Качества  14 дней	A3018A	156	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	290	1	1	1	0	1	18	0	0	0,100000001	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	0	3682	0	104	0	
ircha42	Генератор защиты [Среднего Качества  14 дней	A3018B	157	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	291	1	1	1	0	1	24	0	0	0,100000001	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	1	3683	0	105	0	
ircha43	Генератор совершенства [Среднего Качества  14 дней	A3018D	158	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	292	1	1	1	0	2	48	0	0	14	21	78	0	0	20	30	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3685	0	107	0	
ircha44	Генератор MAU [Среднего Качества  14 дней	73018E	159	11000	17	0	0	1	1	0	0	0	0	0	1	0	1	293	1	1	1	0	1	29	0	0	0,300000012	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3686	0	108	0	
ircha45	Генератор Агрессии [Среднего Качества  14 дней 	A3018F	160	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	294	1	1	1	0	1	28	0	0	10	10	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3687	0	109	0	
ircha46	Генератор Спокойствия [Среднего Качества  14 дней	A30190	161	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	295	1	1	1	0	1	28	0	0	-10	-10	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3688	0	110	0	
ircja01	Изумруд Боевого Опыта [Среднего Качества  	A30163	73	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	296	1	1	1	0	1	2	0	0	0,5	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3667	0	73	0	
ircja02	Изумруд Поддержки [Среднего Качества  	A30164	74	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	297	1	1	1	0	1	4	0	0	2	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3668	0	74	0	
ircja03	Изумруд Боевого Опыта [Среднего Качества  	A30163	73	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	298	1	1	1	0	1	2	0	0	0,5	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3667	0	73	0	
ircja04	Изумруд Поддержки [Среднего Качества  	A30164	74	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	299	1	1	1	0	1	4	0	0	2	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3668	0	74	0	
ircja05	Изумруд Боевого Опыта [Высокого Качества  	A30163	73	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	300	1	1	1	0	1	2	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3667	0	73	0	
ircja06	Изумруд Поддержки [Высокого Качества  	A30164	74	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	301	1	1	1	0	1	4	0	0	3	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3668	0	74	0	
ircja07	Изумруд Боевого Опыта [Высокого Качества  	A30163	73	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	302	1	1	1	0	1	2	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3667	0	73	0	
ircja08	Изумруд Поддержки [Высокого Качества  	A30164	74	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	303	1	1	1	0	1	4	0	0	3	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3668	0	74	0	
irpre20	Премиум Карта Новичка	A301FF	86	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	304	1	0	1	0	2	5	0	0	1	1	6	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	86	0	
irpch01	Заклинание скорости	A30190	95	11111	17	0	0	1	1	0	0	0	0	0	1	0	0	305	1	1	0	0	1	41	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3673	0	95	0	
irpch02	Заклинание лидера	A30190	98	11111	17	0	0	1	1	0	0	0	0	0	1	0	0	306	1	1	0	0	1	53	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3676	0	98	0	
irpch03	Священное заклинание	A30190	101	11111	17	0	0	1	1	0	0	0	0	0	1	0	0	307	1	1	0	0	1	77	0	0	0,300000012	0,300000012	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3679	0	101	0	
irpch04	Заклинание воскрешения	A30190	102	11111	17	0	0	1	1	0	0	0	0	0	1	0	0	308	1	1	0	0	1	12	0	0	0,01	0,050000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3680	0	102	0	
ircys01	Кристальная Таллика Невежества	A30190	21	11111	17	0	0	1	0	0	0	0	0	0	1	0	1	309	1	1	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	21	0	
ircys02	Кристальная Таллика Покровительства	A30190	26	11111	17	0	0	1	0	0	0	0	0	0	1	0	1	310	1	1	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	26	0	
ircys03	Кристальная Таллика Невежества [Тип B]	A30190	21	11111	17	0	0	1	0	0	0	0	0	0	1	0	1	311	1	1	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	21	0	
ircys04	Кристальная Таллика Покровительства [Тип B]	A30190	26	11111	17	0	0	1	0	0	0	0	0	0	1	0	1	312	1	1	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	26	0	
ircys05	Кристальная Таллика Невежества [Тип C]	A30190	21	11111	17	0	0	1	0	0	0	0	0	0	1	0	1	313	1	1	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	21	0	
ircys06	Кристальная Таллика Покровительства [Тип C]	A30190	26	11111	17	0	0	1	0	0	0	0	0	0	1	0	1	314	1	1	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	26	0	
ircja09	Изумруд_Общения_[2_часа	A30131	50	11111	17	1	0	1	0	0	0	0	500	0	1	0	1	315	1	1	1	0	1	3	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3700	0	50	0	
ircja10	Изумруд_Общения_[6_часов	A30131	50	11111	17	1	0	1	0	0	0	0	500	0	1	0	1	316	1	1	1	0	1	3	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3700	0	50	0	
ircja11	Изумруд_Общения_[24_часа	A30131	50	11111	17	1	0	1	0	0	0	0	500	0	1	0	1	317	1	1	1	0	1	3	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3700	0	50	0	
